"arc_length","T"
60.2,70.8956
60.3,70.8447
60.4,70.7937
60.5,70.7426
60.6,70.6914
60.7,70.6401
60.8,70.5888
60.9,70.5373
61,70.4857
61.1,70.4341
61.2,70.3823
61.3,70.3305
61.4,70.2785
61.5,70.2265
61.6,70.1743
61.7,70.1221
61.8,70.0698
61.9,70.0173
62,69.9648
62.1,69.9122
62.2,69.8595
62.3,69.8066
62.4,69.7537
62.5,69.7007
62.6,69.6475
62.7,69.5943
62.8,69.541
62.9,69.4875
63,69.434
63.1,69.3804
63.2,69.3266
63.3,69.2728
63.4,69.2188
63.5,69.1648
63.6,69.1106
63.7,69.0563
63.8,69.0019
63.9,68.9475
64,68.8929
64.1,68.8382
64.2,68.7833
64.3,68.7284
64.4,68.6734
64.5,68.6183
64.6,68.563
64.7,68.5076
64.8,68.4522
64.9,68.3966
65,68.3409
65.1,68.2851
65.2,68.2291
65.3,68.1731
65.4,68.1169
65.5,68.0606
65.6,68.0043
65.7,67.9477
65.8,67.8911
65.9,67.8344
66,67.7775
66.1,67.7205
66.2,67.6634
66.3,67.6062
66.4,67.5488
66.5,67.4914
66.6,67.4338
66.7,67.3761
66.8,67.3182
66.9,67.2603
67,67.2022
67.1,67.144
67.2,67.0856
67.3,67.0272
67.4,66.9686
67.5,66.9098
67.6,66.851
67.7,66.792
67.8,66.7329
67.9,66.6737
68,66.6143
68.1,66.5548
68.2,66.4951
68.3,66.4354
68.4,66.3754
68.5,66.3154
68.6,66.2552
68.7,66.1949
68.8,66.1344
68.9,66.0738
69,66.0131
69.1,65.9522
69.2,65.8912
69.3,65.8301
69.4,65.7688
69.5,65.7073
69.6,65.6457
69.7,65.584
69.8,65.5221
69.9,65.4601
70,65.3979
70.1,65.3356
70.2,65.2731
70.3,65.2105
70.4,65.1478
70.5,65.0848
70.6,65.0218
70.7,64.9585
70.8,64.8952
70.9,64.8316
71,64.7679
71.1,64.7041
71.2,64.6401
71.3,64.5759
71.4,64.5116
71.5,64.4471
71.6,64.3825
71.7,64.3177
71.8,64.2527
71.9,64.1875
72,64.1222
72.1,64.0568
72.2,63.9911
72.3,63.9253
72.4,63.8593
72.5,63.7932
72.6,63.7269
72.7,63.6604
72.8,63.5937
72.9,63.5269
73,63.4599
73.1,63.3927
73.2,63.3253
73.3,63.2577
73.4,63.19
73.5,63.1221
73.6,63.054
73.7,62.9857
73.8,62.9172
73.9,62.8486
74,62.7797
74.1,62.7107
74.2,62.6415
74.3,62.5721
74.4,62.5025
74.5,62.4326
74.6,62.3627
74.7,62.2925
74.8,62.2221
74.9,62.1515
75,62.0807
75.1,62.0097
75.2,61.9385
75.3,61.8671
75.4,61.7955
75.5,61.7236
75.6,61.6516
75.7,61.5794
75.8,61.5069
75.9,61.4342
76,61.3614
76.1,61.2883
76.2,61.2149
76.3,61.1414
76.4,61.0676
76.5,60.9937
76.6,60.9194
76.7,60.845
76.8,60.7703
76.9,60.6954
77,60.6203
77.1,60.545
77.2,60.4694
77.3,60.3935
77.4,60.3175
77.5,60.2411
77.6,60.1646
77.7,60.0878
77.8,60.0107
77.9,59.9335
78,59.8559
78.1,59.7781
78.2,59.7001
78.3,59.6218
78.4,59.5432
78.5,59.4644
78.6,59.3853
78.7,59.306
78.8,59.2263
78.9,59.1465
79,59.0663
79.1,58.9859
79.2,58.9052
79.3,58.8242
79.4,58.7429
79.5,58.6614
79.6,58.5796
79.7,58.4975
79.8,58.415
79.9,58.3324
80,58.2494
80.1,58.1661
80.2,58.0825
80.3,57.9986
80.4,57.9144
80.5,57.8299
80.6,57.7451
80.7,57.66
80.8,57.5746
80.9,57.4888
81,57.4028
81.1,57.3164
81.2,57.2296
81.3,57.1426
81.4,57.0552
81.5,56.9675
81.6,56.8794
81.7,56.791
81.8,56.7023
81.9,56.6132
82,56.5237
82.1,56.4339
82.2,56.3437
82.3,56.2532
82.4,56.1623
82.5,56.0711
82.6,55.9794
82.7,55.8874
82.8,55.795
82.9,55.7023
83,55.6091
83.1,55.5155
83.2,55.4216
83.3,55.3272
83.4,55.2325
83.5,55.1373
83.6,55.0418
83.7,54.9458
83.8,54.8494
83.9,54.7525
84,54.6553
84.1,54.5576
84.2,54.4594
84.3,54.3608
84.4,54.2618
84.5,54.1623
84.6,54.0624
84.7,53.9619
84.8,53.8611
84.9,53.7597
85,53.6579
85.1,53.5556
85.2,53.4527
85.3,53.3494
85.4,53.2456
85.5,53.1413
85.6,53.0365
85.7,52.9311
85.8,52.8252
85.9,52.7188
86,52.6119
86.1,52.5044
86.2,52.3963
86.3,52.2877
86.4,52.1785
86.5,52.0688
86.6,51.9584
86.7,51.8475
86.8,51.736
86.9,51.6238
87,51.5111
87.1,51.3978
87.2,51.2838
87.3,51.1691
87.4,51.0539
87.5,50.9379
87.6,50.8214
87.7,50.7041
87.8,50.5862
87.9,50.4675
88,50.3482
88.1,50.2282
88.2,50.1074
88.3,49.9859
88.4,49.8636
88.5,49.7406
88.6,49.6169
88.7,49.4923
88.8,49.367
88.9,49.2409
89,49.114
89.1,48.9862
89.2,48.8576
89.3,48.7281
89.4,48.5978
89.5,48.4666
89.6,48.3345
89.7,48.2015
89.8,48.0676
89.9,47.9327
90,47.7969
90.1,47.6601
90.2,47.5223
90.3,47.3835
90.4,47.2437
90.5,47.1029
90.6,46.9609
90.7,46.818
90.8,46.6739
90.9,46.5286
91,46.3823
91.1,46.2348
91.2,46.0861
91.3,45.9361
91.4,45.785
91.5,45.6326
91.6,45.4789
91.7,45.3239
91.8,45.1675
91.9,45.0098
92,44.8507
92.1,44.6902
92.2,44.5282
92.3,44.3648
92.4,44.1998
92.5,44.0333
92.6,43.8651
92.7,43.6954
92.8,43.524
92.9,43.3508
93,43.176
93.1,42.9993
93.2,42.8208
93.3,42.6405
93.4,42.4582
93.5,42.2739
93.6,42.0876
93.7,41.8992
93.8,41.7087
93.9,41.5159
94,41.3209
94.1,41.1236
94.2,40.9239
94.3,40.7217
94.4,40.517
94.5,40.3096
94.6,40.0996
94.7,39.8867
94.8,39.671
94.9,39.4523
95,39.2306
95.1,39.0056
95.2,38.7774
95.3,38.5458
95.4,38.3106
95.5,38.0718
95.6,37.8291
95.7,37.5825
95.8,37.3318
95.9,37.0768
96,36.8174
96.1,36.5533
96.2,36.2843
96.3,36.0103
96.4,35.7309
96.5,35.446
96.6,35.1552
96.7,34.8583
96.8,34.5549
96.9,34.2447
97,33.9274
97.1,33.6024
97.2,33.2694
97.3,32.9278
97.4,32.5771
97.5,32.2168
97.6,31.8461
97.7,31.4642
97.8,31.0704
97.9,30.6637
98,30.2431
98.1,29.8073
98.2,29.3549
98.3,28.8844
98.4,28.394
98.5,27.8814
98.6,27.3441
98.7,26.7791
98.8,26.1825
98.9,25.5498
99,24.8754
99.1,24.152
99.2,23.37
99.3,22.5161
99.4,21.5727
99.5,20.5133
99.6,19.2965
99.7,17.849
99.8,16.0281
99.9,13.4604
100,7.96023
