"arc_length","N"
26.2,1.09066
26.3,1.09109
26.4,1.09151
26.5,1.09193
26.6,1.09236
26.7,1.09278
26.8,1.09321
26.9,1.09364
27,1.09407
27.1,1.09449
27.2,1.09492
27.3,1.09535
27.4,1.09578
27.5,1.09622
27.6,1.09665
27.7,1.09708
27.8,1.09752
27.9,1.09795
28,1.09839
28.1,1.09882
28.2,1.09926
28.3,1.0997
28.4,1.10013
28.5,1.10057
28.6,1.10101
28.7,1.10145
28.8,1.1019
28.9,1.10234
29,1.10278
29.1,1.10323
29.2,1.10367
29.3,1.10412
29.4,1.10456
29.5,1.10501
29.6,1.10546
29.7,1.10591
29.8,1.10636
29.9,1.10681
30,1.10726
30.1,1.10771
30.2,1.10816
30.3,1.10862
30.4,1.10907
30.5,1.10953
30.6,1.10999
30.7,1.11044
30.8,1.1109
30.9,1.11136
31,1.11182
31.1,1.11228
31.2,1.11274
31.3,1.1132
31.4,1.11367
31.5,1.11413
31.6,1.1146
31.7,1.11506
31.8,1.11553
31.9,1.116
32,1.11647
32.1,1.11694
32.2,1.11741
32.3,1.11788
32.4,1.11835
32.5,1.11882
32.6,1.1193
32.7,1.11977
32.8,1.12025
32.9,1.12072
33,1.1212
33.1,1.12168
33.2,1.12216
33.3,1.12264
33.4,1.12312
33.5,1.1236
33.6,1.12409
33.7,1.12457
33.8,1.12505
33.9,1.12554
34,1.12603
34.1,1.12651
34.2,1.127
34.3,1.12749
34.4,1.12798
34.5,1.12848
34.6,1.12897
34.7,1.12946
34.8,1.12996
34.9,1.13045
35,1.13095
35.1,1.13145
35.2,1.13194
35.3,1.13244
35.4,1.13294
35.5,1.13345
35.6,1.13395
35.7,1.13445
35.8,1.13496
35.9,1.13546
36,1.13597
36.1,1.13648
36.2,1.13698
36.3,1.13749
36.4,1.138
36.5,1.13852
36.6,1.13903
36.7,1.13954
36.8,1.14006
36.9,1.14057
37,1.14109
37.1,1.14161
37.2,1.14213
37.3,1.14265
37.4,1.14317
37.5,1.14369
37.6,1.14421
37.7,1.14474
37.8,1.14526
37.9,1.14579
38,1.14632
38.1,1.14685
38.2,1.14737
38.3,1.14791
38.4,1.14844
38.5,1.14897
38.6,1.14951
38.7,1.15004
38.8,1.15058
38.9,1.15111
39,1.15165
39.1,1.15219
39.2,1.15273
39.3,1.15328
39.4,1.15382
39.5,1.15436
39.6,1.15491
39.7,1.15546
39.8,1.156
39.9,1.15655
40,1.1571
40.1,1.15765
40.2,1.15821
40.3,1.15876
40.4,1.15932
40.5,1.15987
40.6,1.16043
40.7,1.16099
40.8,1.16155
40.9,1.16211
41,1.16267
41.1,1.16323
41.2,1.1638
41.3,1.16437
41.4,1.16493
41.5,1.1655
41.6,1.16607
41.7,1.16664
41.8,1.16721
41.9,1.16779
42,1.16836
42.1,1.16894
42.2,1.16952
42.3,1.17009
42.4,1.17067
42.5,1.17126
42.6,1.17184
42.7,1.17242
42.8,1.17301
42.9,1.17359
43,1.17418
43.1,1.17477
43.2,1.17536
43.3,1.17595
43.4,1.17655
43.5,1.17714
43.6,1.17774
43.7,1.17833
43.8,1.17893
43.9,1.17953
44,1.18013
44.1,1.18073
44.2,1.18134
44.3,1.18194
44.4,1.18255
44.5,1.18316
44.6,1.18377
44.7,1.18438
44.8,1.18499
44.9,1.18561
45,1.18622
45.1,1.18684
45.2,1.18746
45.3,1.18808
45.4,1.1887
45.5,1.18932
45.6,1.18994
45.7,1.19057
45.8,1.1912
45.9,1.19182
46,1.19245
46.1,1.19309
46.2,1.19372
46.3,1.19435
46.4,1.19499
46.5,1.19563
46.6,1.19627
46.7,1.19691
46.8,1.19755
46.9,1.19819
47,1.19884
47.1,1.19948
47.2,1.20013
47.3,1.20078
47.4,1.20143
47.5,1.20209
47.6,1.20274
47.7,1.2034
47.8,1.20406
47.9,1.20472
48,1.20538
48.1,1.20604
48.2,1.20671
48.3,1.20737
48.4,1.20804
48.5,1.20871
48.6,1.20938
48.7,1.21005
48.8,1.21073
48.9,1.2114
49,1.21208
49.1,1.21276
49.2,1.21344
49.3,1.21413
49.4,1.21481
49.5,1.2155
49.6,1.21619
49.7,1.21688
49.8,1.21757
49.9,1.21826
50,1.21896
50.1,1.21965
50.2,1.22035
50.3,1.22105
50.4,1.22176
50.5,1.22246
50.6,1.22317
50.7,1.22388
50.8,1.22459
50.9,1.2253
51,1.22601
51.1,1.22673
51.2,1.22744
51.3,1.22816
51.4,1.22888
51.5,1.22961
51.6,1.23033
51.7,1.23106
51.8,1.23179
51.9,1.23252
52,1.23325
52.1,1.23399
52.2,1.23472
52.3,1.23546
52.4,1.2362
52.5,1.23695
52.6,1.23769
52.7,1.23844
52.8,1.23919
52.9,1.23994
53,1.24069
53.1,1.24145
53.2,1.2422
53.3,1.24296
53.4,1.24372
53.5,1.24449
53.6,1.24525
53.7,1.24602
53.8,1.24679
53.9,1.24756
54,1.24833
54.1,1.24911
54.2,1.24989
54.3,1.25067
54.4,1.25145
54.5,1.25224
54.6,1.25302
54.7,1.25381
54.8,1.25461
54.9,1.2554
55,1.2562
55.1,1.25699
55.2,1.25779
55.3,1.2586
55.4,1.2594
55.5,1.26021
55.6,1.26102
55.7,1.26183
55.8,1.26265
55.9,1.26346
56,1.26428
56.1,1.26511
56.2,1.26593
56.3,1.26676
56.4,1.26759
56.5,1.26842
56.6,1.26925
56.7,1.27009
56.8,1.27093
56.9,1.27177
57,1.27261
57.1,1.27346
57.2,1.27431
57.3,1.27516
57.4,1.27601
57.5,1.27687
57.6,1.27773
57.7,1.27859
57.8,1.27946
57.9,1.28032
58,1.28119
58.1,1.28207
58.2,1.28294
58.3,1.28382
58.4,1.2847
58.5,1.28558
58.6,1.28647
58.7,1.28736
58.8,1.28825
58.9,1.28914
59,1.29004
59.1,1.29094
59.2,1.29184
59.3,1.29275
59.4,1.29366
59.5,1.29457
59.6,1.29548
59.7,1.2964
59.8,1.29732
59.9,1.29824
60,1.29917
60.1,1.3001
60.2,1.30103
60.3,1.30197
60.4,1.3029
60.5,1.30385
60.6,1.30479
60.7,1.30574
60.8,1.30669
60.9,1.30764
61,1.3086
61.1,1.30956
61.2,1.31052
61.3,1.31149
61.4,1.31246
61.5,1.31343
61.6,1.3144
61.7,1.31538
61.8,1.31637
61.9,1.31735
62,1.31834
62.1,1.31933
62.2,1.32033
62.3,1.32133
62.4,1.32233
62.5,1.32334
62.6,1.32435
62.7,1.32536
62.8,1.32638
62.9,1.3274
63,1.32842
63.1,1.32945
63.2,1.33048
63.3,1.33151
63.4,1.33255
63.5,1.33359
63.6,1.33464
63.7,1.33569
63.8,1.33674
63.9,1.33779
64,1.33885
64.1,1.33992
64.2,1.34099
64.3,1.34206
64.4,1.34313
64.5,1.34421
64.6,1.3453
64.7,1.34638
64.8,1.34747
64.9,1.34857
65,1.34967
65.1,1.35077
65.2,1.35188
65.3,1.35299
65.4,1.35411
65.5,1.35523
65.6,1.35635
65.7,1.35748
65.8,1.35861
65.9,1.35975
66,1.36089
66.1,1.36203
66.2,1.36318
66.3,1.36434
66.4,1.36549
66.5,1.36666
66.6,1.36782
66.7,1.369
66.8,1.37017
66.9,1.37135
67,1.37254
67.1,1.37373
67.2,1.37492
67.3,1.37612
67.4,1.37733
67.5,1.37854
67.6,1.37975
67.7,1.38097
67.8,1.38219
67.9,1.38342
68,1.38465
68.1,1.38589
68.2,1.38713
68.3,1.38838
68.4,1.38964
68.5,1.39089
68.6,1.39216
68.7,1.39343
68.8,1.3947
68.9,1.39598
69,1.39726
69.1,1.39855
69.2,1.39985
69.3,1.40115
69.4,1.40245
69.5,1.40377
69.6,1.40508
69.7,1.40641
69.8,1.40773
69.9,1.40907
70,1.41041
70.1,1.41175
70.2,1.4131
70.3,1.41446
70.4,1.41582
70.5,1.41719
70.6,1.41857
70.7,1.41995
70.8,1.42133
70.9,1.42273
71,1.42413
71.1,1.42553
71.2,1.42694
71.3,1.42836
71.4,1.42979
71.5,1.43122
71.6,1.43265
71.7,1.4341
71.8,1.43555
71.9,1.437
72,1.43847
72.1,1.43994
72.2,1.44141
72.3,1.4429
72.4,1.44439
72.5,1.44589
72.6,1.44739
72.7,1.4489
72.8,1.45042
72.9,1.45195
73,1.45348
73.1,1.45502
73.2,1.45657
73.3,1.45813
73.4,1.45969
73.5,1.46126
73.6,1.46284
73.7,1.46442
73.8,1.46602
73.9,1.46762
74,1.46923
74.1,1.47085
74.2,1.47247
74.3,1.47411
74.4,1.47575
74.5,1.4774
74.6,1.47906
74.7,1.48072
74.8,1.4824
74.9,1.48408
75,1.48577
75.1,1.48747
75.2,1.48918
75.3,1.4909
75.4,1.49263
75.5,1.49437
75.6,1.49611
75.7,1.49787
75.8,1.49963
75.9,1.50141
76,1.50319
76.1,1.50498
76.2,1.50679
76.3,1.5086
76.4,1.51042
76.5,1.51225
76.6,1.5141
76.7,1.51595
76.8,1.51781
76.9,1.51968
77,1.52157
77.1,1.52346
77.2,1.52537
77.3,1.52728
77.4,1.52921
77.5,1.53114
77.6,1.53309
77.7,1.53505
77.8,1.53702
77.9,1.53901
78,1.541
78.1,1.543
78.2,1.54502
78.3,1.54705
78.4,1.54909
78.5,1.55115
78.6,1.55321
78.7,1.55529
78.8,1.55738
78.9,1.55948
79,1.5616
79.1,1.56373
79.2,1.56587
79.3,1.56803
79.4,1.5702
79.5,1.57238
79.6,1.57458
79.7,1.57679
79.8,1.57901
79.9,1.58125
80,1.5835
80.1,1.58577
80.2,1.58805
80.3,1.59035
80.4,1.59266
80.5,1.59499
80.6,1.59733
80.7,1.59969
80.8,1.60206
80.9,1.60445
81,1.60686
81.1,1.60928
81.2,1.61172
81.3,1.61417
81.4,1.61665
81.5,1.61914
81.6,1.62164
81.7,1.62417
81.8,1.62671
81.9,1.62927
82,1.63185
82.1,1.63444
82.2,1.63706
82.3,1.63969
82.4,1.64235
82.5,1.64502
82.6,1.64771
82.7,1.65043
82.8,1.65316
82.9,1.65591
83,1.65869
83.1,1.66148
83.2,1.6643
83.3,1.66714
83.4,1.67
83.5,1.67288
83.6,1.67579
83.7,1.67872
83.8,1.68167
83.9,1.68464
84,1.68764
84.1,1.69067
84.2,1.69372
84.3,1.69679
84.4,1.69989
84.5,1.70301
84.6,1.70617
84.7,1.70934
84.8,1.71255
84.9,1.71579
85,1.71905
85.1,1.72234
85.2,1.72566
85.3,1.72901
85.4,1.73239
85.5,1.73581
85.6,1.73925
85.7,1.74273
85.8,1.74625
85.9,1.7498
86,1.75338
86.1,1.757
86.2,1.76066
86.3,1.76436
86.4,1.76809
86.5,1.77187
86.6,1.77569
86.7,1.77955
86.8,1.78346
86.9,1.7874
87,1.7914
87.1,1.79544
87.2,1.79952
87.3,1.80366
87.4,1.80784
87.5,1.81206
87.6,1.81633
87.7,1.82065
87.8,1.82502
87.9,1.82943
88,1.83388
88.1,1.83838
88.2,1.84293
88.3,1.84753
88.4,1.85216
88.5,1.85685
88.6,1.86158
88.7,1.86636
88.8,1.87119
88.9,1.87606
89,1.88099
89.1,1.88596
89.2,1.89099
89.3,1.89608
89.4,1.90121
89.5,1.90641
89.6,1.91166
89.7,1.91698
89.8,1.92235
89.9,1.92779
90,1.9333
90.1,1.93887
90.2,1.94451
90.3,1.95022
90.4,1.95601
90.5,1.96187
90.6,1.96781
90.7,1.97383
90.8,1.97993
90.9,1.98612
91,1.99239
91.1,1.99876
91.2,2.00521
91.3,2.01176
91.4,2.0184
91.5,2.02514
91.6,2.03199
91.7,2.03894
91.8,2.046
91.9,2.05317
92,2.06045
92.1,2.06785
92.2,2.07538
92.3,2.08302
92.4,2.0908
92.5,2.09871
92.6,2.10675
92.7,2.11493
92.8,2.12326
92.9,2.13174
93,2.14038
93.1,2.14917
93.2,2.15813
93.3,2.16726
93.4,2.17656
93.5,2.18605
93.6,2.19573
93.7,2.2056
93.8,2.21568
93.9,2.22596
94,2.23647
94.1,2.2472
94.2,2.25817
94.3,2.26938
94.4,2.28085
94.5,2.29259
94.6,2.3046
94.7,2.3169
94.8,2.3295
94.9,2.34242
95,2.35566
95.1,2.36925
95.2,2.3832
95.3,2.39753
95.4,2.41226
95.5,2.4274
95.6,2.44297
95.7,2.45901
95.8,2.47554
95.9,2.49258
96,2.51016
96.1,2.52831
96.2,2.54707
96.3,2.56647
96.4,2.58656
96.5,2.60738
96.6,2.62897
96.7,2.6514
96.8,2.67471
96.9,2.69898
97,2.72427
97.1,2.75067
97.2,2.77826
97.3,2.80715
97.4,2.83744
97.5,2.86926
97.6,2.90275
97.7,2.93809
97.8,2.97545
97.9,3.01504
98,3.05713
98.1,3.10201
98.2,3.15001
98.3,3.20156
98.4,3.25711
98.5,3.31732
98.6,3.38288
98.7,3.45469
98.8,3.5339
98.9,3.62204
99,3.72099
99.1,3.83334
99.2,3.9627
99.3,4.11441
99.4,4.29613
99.5,4.5203
99.6,4.80829
99.7,5.20258
99.8,5.7998
99.9,6.91568
100,5.81782
