"arc_length","N"
0,0.112190290356875
0.025,0.112190093771316
0.05,0.112189844822425
0.075,0.112189543509689
0.1,0.112189189832206
0.125,0.112188783788791
0.15,0.112188325377976
0.175,0.112187814598719
0.2,0.112187251448749
0.225,0.112186635926913
0.25,0.112185968030495
0.275,0.112185247757663
0.3,0.112184475106098
0.325,0.112183650074328
0.35,0.112182772657722
0.375,0.112181842854393
0.4,0.112180860661329
0.425,0.112179826075375
0.45,0.112178739094527
0.475,0.112177599712691
0.5,0.112176407927454
0.525,0.112175163736459
0.55,0.112173867131220
0.575,0.112172518113691
0.6,0.112171116673089
0.625,0.112169662811625
0.65,0.112168156521240
0.675,0.112166597793377
0.7,0.112164986630382
0.725,0.112163323019363
0.75,0.112161606962918
0.775,0.112159838451497
0.8,0.112158017475050
0.825,0.112156144036299
0.85,0.112154218120223
0.875,0.112152239729793
0.9,0.112150208853950
0.925,0.112148125481133
0.95,0.112145989614426
0.975,0.112143801236665
1,0.112141560351176
1.025,0.112139266945375
1.05,0.112136921011792
1.075,0.112134522531185
1.1,0.112132071518541
1.125,0.112129567954456
1.15,0.112127011830629
1.175,0.112124403138672
1.2,0.112121741857177
1.225,0.112119028002718
1.25,0.112116261553719
1.275,0.112113442500955
1.3,0.112110570835120
1.325,0.112107646532625
1.35,0.112104669611630
1.375,0.112101640048377
1.4,0.112098557832716
1.425,0.112095422954412
1.45,0.112092235387694
1.475,0.112088995152301
1.5,0.112085702222294
1.525,0.112082356586593
1.55,0.112078958234035
1.575,0.112075507136661
1.6,0.112072003315798
1.625,0.112068446743317
1.65,0.112064837407211
1.675,0.112061175295385
1.7,0.112057460377694
1.725,0.112053692677051
1.75,0.112049872163142
1.775,0.112045998823030
1.8,0.112042072643691
1.825,0.112038093592795
1.85,0.112034061694843
1.875,0.112029976917335
1.9,0.112025839246406
1.925,0.112021648668104
1.95,0.112017405147909
1.975,0.112013108711920
2,0.112008759325446
2.025,0.112004356952499
2.05,0.111999901641785
2.075,0.111995393293008
2.1,0.111990831976860
2.125,0.111986217591056
2.15,0.111981550162818
2.175,0.111976829721914
2.2,0.111972056162062
2.225,0.111967229558079
2.25,0.111962349801692
2.275,0.111957416921720
2.3,0.111952430949531
2.325,0.111947391772846
2.35,0.111942299470614
2.375,0.111937153928560
2.4,0.111931955177099
2.425,0.111926703249201
2.45,0.111921398026575
2.475,0.111916039592307
2.5,0.111910627826105
2.525,0.111905162759981
2.55,0.111899644428503
2.575,0.111894072707355
2.6,0.111888447683761
2.625,0.111882769231398
2.65,0.111877037383872
2.675,0.111871252177348
2.7,0.111865413481469
2.725,0.111859521387599
2.75,0.111853575763367
2.775,0.111847576643969
2.8,0.111841524067167
2.825,0.111835417896539
2.85,0.111829258227597
2.875,0.111823044921906
2.9,0.111816778016249
2.925,0.111810457549977
2.95,0.111804083380597
2.975,0.111797655607758
3,0.111791174086943
3.025,0.111784638856517
3.05,0.111778049957420
3.075,0.111771407241063
3.1,0.111764710811240
3.125,0.111757960517330
3.15,0.111751156399280
3.175,0.111744298499613
3.2,0.111737386663624
3.225,0.111730420999254
3.25,0.111723401349758
3.275,0.111716327756660
3.3,0.111709200264062
3.325,0.111702018711123
3.35,0.111694783209933
3.375,0.111687493597601
3.4,0.111680149917223
3.425,0.111672752214478
3.45,0.111665300322367
3.475,0.111657794357128
3.5,0.111650234149706
3.525,0.111642619744764
3.55,0.111634951189553
3.575,0.111627228310892
3.6,0.111619451229172
3.625,0.111611619769147
3.65,0.111603733977045
3.675,0.111595793901684
3.7,0.111587799363679
3.725,0.111579750487575
3.75,0.111571647091913
3.775,0.111563489224480
3.8,0.111555276935656
3.825,0.111547010039828
3.85,0.111538688665698
3.875,0.111530312625570
3.9,0.111521881968781
3.925,0.111513396747274
3.95,0.111504856769181
3.975,0.111496262167361
4,0.111487612747855
4.025,0.111478908561550
4.05,0.111470149577993
4.075,0.111461335935045
4.1,0.111452467265396
4.125,0.111443543705227
4.15,0.111434565222810
4.175,0.111425531786620
4.2,0.111416443538687
4.225,0.111407300100152
4.25,0.111398101611352
4.275,0.111388848039478
4.3,0.111379539351927
4.325,0.111370175694895
4.35,0.111360756677929
4.375,0.111351282445529
4.4,0.111341752963791
4.425,0.111332168199015
4.45,0.111322528301571
4.475,0.111312832869367
4.5,0.111303082051064
4.525,0.111293275811651
4.55,0.111283414116320
4.575,0.111273497119613
4.6,0.111263524407754
4.625,0.111253496133568
4.65,0.111243412260922
4.675,0.111233272753884
4.7,0.111223077771174
4.725,0.111212826887281
4.75,0.111202520259196
4.775,0.111192157849651
4.8,0.111181739621573
4.825,0.111171265737864
4.85,0.111160735761226
4.875,0.111150149852821
4.9,0.111139507974226
4.925,0.111128810087217
4.95,0.111118056358876
4.975,0.111107246340068
5,0.111096380196128
5.025,0.111085457887464
5.05,0.111074479374680
5.075,0.111063444829044
5.1,0.111052353789532
5.125,0.111041206425649
5.15,0.111030002696620
5.175,0.111018742561863
5.2,0.111007426196831
5.225,0.110996053128555
5.25,0.110984623530716
5.275,0.110973137361337
5.3,0.110961594578629
5.325,0.110949995362237
5.35,0.110938339227188
5.375,0.110926626351341
5.4,0.110914856691498
5.425,0.110903030204649
5.45,0.110891147074629
5.475,0.110879206804406
5.5,0.110867209576015
5.525,0.110855155345021
5.55,0.110843044067173
5.575,0.110830875930500
5.6,0.110818650425847
5.625,0.110806367739431
5.65,0.110794027825559
5.675,0.110781630638719
5.7,0.110769176371136
5.725,0.110756664501471
5.75,0.110744095220123
5.775,0.110731468480122
5.8,0.110718784234676
5.825,0.110706042680205
5.85,0.110693243283125
5.875,0.110680386238017
5.9,0.110667471496612
5.925,0.110654499010819
5.95,0.110641468981257
5.975,0.110628380862026
6,0.110615234851893
6.025,0.110602030901270
6.05,0.110588768960743
6.075,0.110575449235132
6.1,0.110562071166154
6.125,0.110548634956764
6.15,0.110535140556030
6.175,0.110521587913194
6.2,0.110507977237281
6.225,0.110494307957552
6.25,0.110480580281150
6.275,0.110466794155780
6.3,0.110452949529316
6.325,0.110439046614986
6.35,0.110425084829526
6.375,0.110411064384268
6.4,0.110396985225527
6.425,0.110382847299788
6.45,0.110368650824484
6.475,0.110354395203750
6.5,0.110340080653107
6.525,0.110325707117459
6.55,0.110311274541873
6.575,0.110296783147989
6.6,0.110282232327267
6.625,0.110267622299416
6.65,0.110252953007901
6.675,0.110238224396351
6.7,0.110223436690611
6.725,0.110208589269384
6.75,0.110193682356571
6.775,0.110178715894173
6.8,0.110163689824350
6.825,0.110148604377156
6.85,0.110133458918456
6.875,0.110118253676343
6.9,0.110102988591324
6.925,0.110087663604066
6.95,0.110072278948830
6.975,0.110056833978562
7,0.110041328925542
7.025,0.110025763728762
7.05,0.110010138327361
7.075,0.109994452959812
7.1,0.109978706966052
7.125,0.109962900582553
7.15,0.109947033746756
7.175,0.109931106396249
7.2,0.109915118773714
7.225,0.109899070205990
7.25,0.109882960933741
7.275,0.109866790892827
7.3,0.109850560019253
7.325,0.109834268559912
7.35,0.109817915828454
7.375,0.109801502069731
7.4,0.109785027217995
7.425,0.109768491207636
7.45,0.109751894289752
7.475,0.109735235764716
7.5,0.109718515881566
7.525,0.109701734572911
7.55,0.109684891771493
7.575,0.109667987732620
7.6,0.109651021743286
7.625,0.109633994056714
7.65,0.109616904603837
7.675,0.109599753315719
7.7,0.109582540451871
7.725,0.109565265285810
7.75,0.109547928074946
7.775,0.109530528748499
7.8,0.109513067235817
7.825,0.109495543800615
7.85,0.109477957702834
7.875,0.109460309204063
7.9,0.109442598231775
7.925,0.109424824713568
7.95,0.109406988917358
7.975,0.109389090089403
8,0.109371128495469
8.025,0.109353104405276
8.05,0.109335016712546
8.075,0.109316866721481
8.1,0.109298652972161
8.125,0.109280376779597
8.15,0.109262037372632
8.175,0.109243633973473
8.2,0.109225167908561
8.225,0.109206637692020
8.25,0.109188044661154
8.275,0.109169388030873
8.3,0.109150667009401
8.325,0.109131882945527
8.35,0.109113034327228
8.375,0.109094122514213
8.4,0.109075146707339
8.425,0.109056106100731
8.45,0.109037002065637
8.475,0.109017833063692
8.5,0.108998600477117
8.525,0.108979303492602
8.55,0.108959941290040
8.575,0.108940515263286
8.6,0.108921023847392
8.625,0.108901468447212
