"arc_length","T"
11.925,61.2691
11.95,61.2636
11.975,61.258
12,61.2524
12.025,61.2467
12.05,61.2411
12.075,61.2355
12.1,61.2298
12.125,61.2241
12.15,61.2184
12.175,61.2127
12.2,61.2069
12.225,61.2012
12.25,61.1954
12.275,61.1896
12.3,61.1838
12.325,61.178
12.35,61.1721
12.375,61.1663
12.4,61.1604
12.425,61.1545
12.45,61.1486
12.475,61.1426
12.5,61.1367
12.525,61.1307
12.55,61.1247
12.575,61.1187
12.6,61.1127
12.625,61.1066
12.65,61.1005
12.675,61.0945
12.7,61.0883
12.725,61.0822
12.75,61.0761
12.775,61.0699
12.8,61.0637
12.825,61.0576
12.85,61.0513
12.875,61.0451
12.9,61.0388
12.925,61.0326
12.95,61.0263
12.975,61.02
13,61.0136
13.025,61.0073
13.05,61.0009
13.075,60.9945
13.1,60.9881
13.125,60.9817
13.15,60.9752
13.175,60.9688
13.2,60.9623
13.225,60.9558
13.25,60.9493
13.275,60.9427
13.3,60.9362
13.325,60.9296
13.35,60.923
13.375,60.9163
13.4,60.9097
13.425,60.903
13.45,60.8963
13.475,60.8896
13.5,60.8829
13.525,60.8762
13.55,60.8694
13.575,60.8626
13.6,60.8558
13.625,60.849
13.65,60.8421
13.675,60.8353
13.7,60.8284
13.725,60.8214
13.75,60.8145
13.775,60.8076
13.8,60.8006
13.825,60.7936
13.85,60.7866
13.875,60.7795
13.9,60.7725
13.925,60.7654
13.95,60.7583
13.975,60.7512
14,60.744
14.025,60.7369
14.05,60.7297
14.075,60.7225
14.1,60.7152
14.125,60.708
14.15,60.7007
14.175,60.6934
14.2,60.6861
14.225,60.6787
14.25,60.6714
14.275,60.664
14.3,60.6566
14.325,60.6491
14.35,60.6417
14.375,60.6342
14.4,60.6267
14.425,60.6192
14.45,60.6116
14.475,60.6041
14.5,60.5965
14.525,60.5889
14.55,60.5812
14.575,60.5736
14.6,60.5659
14.625,60.5582
14.65,60.5505
14.675,60.5427
14.7,60.5349
14.725,60.5271
14.75,60.5193
14.775,60.5114
14.8,60.5036
14.825,60.4957
14.85,60.4878
14.875,60.4798
14.9,60.4718
14.925,60.4639
14.95,60.4558
14.975,60.4478
15,60.4397
15.025,60.4316
15.05,60.4235
15.075,60.4154
15.1,60.4072
15.125,60.399
15.15,60.3908
15.175,60.3826
15.2,60.3743
15.225,60.366
15.25,60.3577
15.275,60.3494
15.3,60.341
15.325,60.3326
15.35,60.3242
15.375,60.3157
15.4,60.3073
15.425,60.2988
15.45,60.2903
15.475,60.2817
15.5,60.2731
15.525,60.2645
15.55,60.2559
15.575,60.2472
15.6,60.2386
15.625,60.2299
15.65,60.2211
15.675,60.2124
15.7,60.2036
15.725,60.1948
15.75,60.1859
15.775,60.177
15.8,60.1681
15.825,60.1592
15.85,60.1503
15.875,60.1413
15.9,60.1323
15.925,60.1232
15.95,60.1142
15.975,60.1051
16,60.096
16.025,60.0868
16.05,60.0776
16.075,60.0684
16.1,60.0592
16.125,60.0499
16.15,60.0406
16.175,60.0313
16.2,60.022
16.225,60.0126
16.25,60.0032
16.275,59.9937
16.3,59.9843
16.325,59.9748
16.35,59.9652
16.375,59.9557
16.4,59.9461
16.425,59.9365
16.45,59.9268
16.475,59.9171
16.5,59.9074
16.525,59.8977
16.55,59.8879
16.575,59.8781
16.6,59.8683
16.625,59.8584
16.65,59.8485
16.675,59.8386
16.7,59.8286
16.725,59.8186
16.75,59.8086
16.775,59.7986
16.8,59.7885
16.825,59.7784
16.85,59.7682
16.875,59.758
16.9,59.7478
16.925,59.7376
16.95,59.7273
16.975,59.717
17,59.7066
17.025,59.6962
17.05,59.6858
17.075,59.6754
17.1,59.6649
17.125,59.6544
17.15,59.6438
17.175,59.6332
17.2,59.6226
17.225,59.612
17.25,59.6013
17.275,59.5906
17.3,59.5798
17.325,59.569
17.35,59.5582
17.375,59.5473
17.4,59.5364
17.425,59.5255
17.45,59.5145
17.475,59.5035
17.5,59.4925
17.525,59.4814
17.55,59.4703
17.575,59.4592
17.6,59.448
17.625,59.4368
17.65,59.4255
17.675,59.4142
17.7,59.4029
17.725,59.3915
17.75,59.3801
17.775,59.3687
17.8,59.3572
17.825,59.3457
17.85,59.3341
17.875,59.3225
17.9,59.3109
17.925,59.2992
17.95,59.2875
17.975,59.2758
18,59.264
18.025,59.2521
18.05,59.2403
18.075,59.2284
18.1,59.2164
18.125,59.2044
18.15,59.1924
18.175,59.1804
18.2,59.1683
18.225,59.1561
18.25,59.1439
18.275,59.1317
18.3,59.1194
18.325,59.1071
18.35,59.0948
18.375,59.0824
18.4,59.07
18.425,59.0575
18.45,59.045
18.475,59.0325
18.5,59.0199
18.525,59.0072
18.55,58.9946
18.575,58.9818
18.6,58.9691
18.625,58.9563
18.65,58.9434
18.675,58.9305
18.7,58.9176
18.725,58.9046
18.75,58.8916
18.775,58.8786
18.8,58.8655
18.825,58.8523
18.85,58.8392
18.875,58.8259
18.9,58.8127
18.925,58.7993
18.95,58.786
18.975,58.7726
19,58.7591
19.025,58.7457
19.05,58.7321
19.075,58.7186
19.1,58.7049
19.125,58.6913
19.15,58.6776
19.175,58.6638
19.2,58.65
19.225,58.6362
19.25,58.6223
19.275,58.6084
19.3,58.5945
19.325,58.5805
19.35,58.5664
19.375,58.5523
19.4,58.5382
19.425,58.524
19.45,58.5098
19.475,58.4955
19.5,58.4812
19.525,58.4669
19.55,58.4525
19.575,58.438
19.6,58.4236
19.625,58.4091
19.65,58.3945
19.675,58.3799
19.7,58.3653
19.725,58.3506
19.75,58.3359
19.775,58.3211
19.8,58.3063
19.825,58.2914
19.85,58.2766
19.875,58.2616
19.9,58.2467
19.925,58.2317
19.95,58.2166
19.975,58.2016
20,58.1865
20.025,58.1713
20.05,58.1561
20.075,58.1409
20.1,58.1257
20.125,58.1104
20.15,58.095
20.175,58.0797
20.2,58.0643
20.225,58.0489
20.25,58.0334
20.275,58.0179
20.3,58.0024
20.325,57.9868
20.35,57.9713
20.375,57.9557
20.4,57.94
20.425,57.9244
20.45,57.9087
20.475,57.893
20.5,57.8772
20.525,57.8615
20.55,57.8457
20.575,57.8299
20.6,57.8141
20.625,57.7982
20.65,57.7824
20.675,57.7665
20.7,57.7506
20.725,57.7347
20.75,57.7187
20.775,57.7028
20.8,57.6869
20.825,57.6709
20.85,57.6549
20.875,57.6389
20.9,57.623
20.925,57.607
20.95,57.591
20.975,57.575
21,57.559
21.025,57.543
21.05,57.527
21.075,57.511
21.1,57.4951
21.125,57.4791
21.15,57.4631
21.175,57.4472
21.2,57.4312
21.225,57.4153
21.25,57.3994
21.275,57.3835
21.3,57.3676
21.325,57.3518
21.35,57.3359
21.375,57.3201
21.4,57.3044
21.425,57.2886
21.45,57.2729
21.475,57.2572
21.5,57.2415
21.525,57.2259
21.55,57.2104
21.575,57.1948
21.6,57.1793
21.625,57.1639
21.65,57.1485
21.675,57.1331
21.7,57.1178
21.725,57.1025
21.75,57.0873
21.775,57.0722
21.8,57.0571
21.825,57.0421
21.85,57.0271
21.875,57.0122
21.9,56.9974
21.925,56.9826
21.95,56.9679
21.975,56.9532
22,56.9387
22.025,56.9242
22.05,56.9098
22.075,56.8954
22.1,56.8812
22.125,56.867
22.15,56.8529
22.175,56.8389
22.2,56.8249
22.225,56.811
22.25,56.7973
22.275,56.7836
22.3,56.77
22.325,56.7564
22.35,56.743
22.375,56.7296
22.4,56.7164
22.425,56.7032
22.45,56.6901
22.475,56.677
22.5,56.6641
22.525,56.6512
22.55,56.6384
22.575,56.6257
22.6,56.6131
22.625,56.6005
22.65,56.588
22.675,56.5756
22.7,56.5633
22.725,56.551
22.75,56.5387
22.775,56.5265
22.8,56.5144
22.825,56.5023
22.85,56.4902
22.875,56.4782
22.9,56.4662
22.925,56.4542
22.95,56.4423
22.975,56.4303
23,56.4183
23.025,56.4063
23.05,56.3944
23.075,56.3823
23.1,56.3703
23.125,56.3581
23.15,56.346
23.175,56.3337
23.2,56.3214
23.225,56.3089
23.25,56.2964
23.275,56.2837
23.3,56.2709
23.325,56.2579
23.35,56.2447
23.375,56.2314
23.4,56.2178
23.425,56.204
23.45,56.19
23.475,56.1756
23.5,56.161
23.525,56.1461
23.55,56.1308
23.575,56.1152
23.6,56.0992
23.625,56.0827
23.65,56.0659
23.675,56.0485
23.7,56.0307
23.725,56.0123
23.75,55.9933
23.775,55.9738
23.8,55.9537
23.825,55.9329
23.85,55.9114
23.875,55.8891
23.9,55.8661
23.925,55.8423
23.95,55.8177
23.975,55.7921
24,55.7657
24.025,55.7383
24.05,55.7099
24.075,55.6804
24.1,55.6498
24.125,55.6181
24.15,55.5852
24.175,55.5511
24.2,55.5156
24.225,55.4789
24.25,55.4407
24.275,55.4012
24.3,55.3601
24.325,55.3175
24.35,55.2733
24.375,55.2274
24.4,55.1799
24.425,55.1305
24.45,55.0794
24.475,55.0264
24.5,54.9715
24.525,54.9145
24.55,54.8556
24.575,54.7945
24.6,54.7313
24.625,54.6658
24.65,54.5981
24.675,54.528
24.7,54.4555
24.725,54.3806
24.75,54.3031
24.775,54.2231
24.8,54.1404
24.825,54.055
24.85,53.9669
24.875,53.8759
24.9,53.782
24.925,53.6851
24.95,53.5845
24.975,53.4767
25,53.3402
