# Nnorm    = 1e+20 1/m^3
# Tnorm    = 100.0 eV
# Pnorm    = 1602.176634 Pa
# Cs0      = 69205.61141651045 m/s
# Cst      = 69602.08996163515 m/s
# Nesource = 1.5999999999999998e+22 m/s
# PeSource = 533333.3333333334 m/s
ypos,M,Ne,Te,P,Nn,NVi,Cs
16.5625,0.424122911780515,0.08267600724724293,0.5962435055180547,0.09859006476666446,0.0,75573.2568266924,0.03829111895692208
16.6875,0.42847481594676073,0.08249106667483964,0.5957068150073707,0.09828098119085875,0.0,75539.23668171414,0.03858011362806213
16.8125,0.43286546456195996,0.08230368820434013,0.5951612737051948,0.09796793580466058,0.0,75504.63978632406,0.038869107190621775
16.9375,0.43729589654509016,0.08211383106126971,0.594606683885765,0.09765086557699502,0.0,75469.45279933234,0.0391580997266673
17.0625,0.44176718938830944,0.0819214523358369,0.5940428369861506,0.09732970391121251,0.0,75433.66165294375,0.039447090799123764
17.1875,0.44628047163106777,0.08172650770022026,0.5934695169381285,0.09700438209177992,0.0,75397.25176159597,0.039736080864231665
17.3125,0.450836915693014,0.08152895079100232,0.5928864972412738,0.09667482811646709,0.0,75360.2078335305,0.040025070076217466
17.4375,0.45543774316651275,0.08132873356258846,0.5922935424832803,0.09634096741492874,0.0,75322.51396448362,0.04031405881202205
17.5625,0.4600842254130049,0.08112580632061821,0.5916904085967379,0.09600272297917282,0.0,75284.1536511583,0.040603047577931504
17.6875,0.46477767812702286,0.08092011731136636,0.5910768406476387,0.09566001457047744,0.0,75245.10964751586,0.04089203607154352
17.8125,0.46951947488537416,0.08071161357249944,0.5904525770564365,0.0953127604645311,0.0,75205.36423014908,0.04118102476516832
17.9375,0.47431103118167894,0.08050023953479754,0.5898173426001662,0.09496087472218225,0.0,75164.89874951213,0.04147001236060115
18.0625,0.4791538323270162,0.08028593855105597,0.5891708558729075,0.09460427026137061,0.0,75123.69410133765,0.04175899906982011
18.1875,0.48404941159216797,0.08006865065220364,0.5885128182296469,0.09424285449434683,0.0,75081.73001829018,0.04204798293623352
18.3125,0.4889993875991456,0.07984831431498726,0.5878429222847592,0.09387653285286815,0.0,75038.98560716915,0.042336964061283254
18.4375,0.49400544413507613,0.0796248639662718,0.5871608397260499,0.09350520397901728,0.0,74995.43856678308,0.04262594082622589
18.5625,0.49906936573724614,0.07939823141462891,0.5864662279937858,0.09312876257423025,0.0,74951.06560837159,0.04291491365207622
18.6875,0.5041930266599192,0.07916834403625801,0.5857587215491322,0.09274709597968071,0.0,74905.84189191282,0.04320388240849703
18.8125,0.5093784104838402,0.07893512539389058,0.5850379343935362,0.09236008542307303,0.0,74859.74117992792,0.04349284813487221
18.9375,0.5146276128641606,0.07869849498820727,0.5843034591271387,0.09196760569941859,0.0,74812.73576994594,0.04378181269059175
19.0625,0.5199428349298598,0.0784583677910034,0.5835548640221317,0.09156952429535478,0.0,74764.79629920352,0.04407077738743056
19.1875,0.525326401034459,0.07821465582951398,0.5827917011561475,0.0911657046524501,0.0,74715.89225717005,0.044359745240515655
19.3125,0.5307807272760757,0.07796726651680021,0.5820134975552278,0.09075600296052697,0.0,74665.9914098513,0.04464871658074404
19.4375,0.5363083545916587,0.07771610541246686,0.5812197690831961,0.09034027368375862,0.0,74615.06068143681,0.044937693494274594
19.5625,0.541911908387141,0.0774610733913308,0.580410005933971,0.08991836413342813,0.0,74563.0652151124,0.045226673796877066
19.6875,0.5475941481783982,0.07720206934833597,0.5795836860526985,0.08949011984760921,0.0,74509.96922476473,0.04551565679407876
19.8125,0.5533579405439699,0.07693898653310156,0.5787402566240272,0.08905537762111954,0.0,74455.73479575125,0.04580463763750107
19.9375,0.5592063232940688,0.07667171425991466,0.5778791422361402,0.08861396894058785,0.0,74400.3223971429,0.04609361337210799
20.0625,0.5651425017604648,0.07640013406516692,0.5769997256073899,0.08816571278393823,0.0,74343.68962802464,0.04638257885810701
20.1875,0.571169916322979,0.07612412049954263,0.576101350813078,0.08771041729848808,0.0,74285.79140797834,0.04667153207607042
20.3125,0.5772922482399645,0.0758435378072789,0.5751833067064499,0.08724787373661266,0.0,74226.57888955556,0.046960470914727555
20.4375,0.583513475605078,0.07555824086073794,0.5742448305270124,0.08677785843598727,0.0,74165.99966808029,0.04724939730512528
20.5625,0.5898378644437335,0.07526807263896014,0.5732850954219054,0.08630012841009835,0.0,74103.99695143822,0.04753831314850087
20.6875,0.5962700118212942,0.07497286644345703,0.5723032202137184,0.08581442578848697,0.0,74040.51016325541,0.04782722421757074
20.8125,0.6028148142310085,0.07467244365505128,0.571298258503675,0.08532047403668919,0.0,73975.47420962341,0.048116134297165915
20.9375,0.6094775124105506,0.07436661695887804,0.5702692132147713,0.08481798428516729,0.0,73908.82038873942,0.04840504993921731
21.0625,0.6162636548193277,0.07405518728670937,0.5692150218623975,0.08430665010085643,0.0,73840.4754048958,0.04869397339120565
21.1875,0.6231791531152587,0.07373794591417153,0.5681345648032536,0.0837861516228674,0.0,73770.36186681181,0.04898290704033508
21.3125,0.6302302824587944,0.07341467097243412,0.5670266486175938,0.08325614968172533,0.0,73698.39717052304,0.04927184860520309
21.4375,0.6374237375018996,0.07308512611468301,0.5658899959863033,0.08271628344739289,0.0,73624.49279570987,0.049560792142142915
21.5625,0.6447667290181585,0.07274906016792126,0.5647232453851136,0.08216617071349079,0.0,73548.55423399217,0.04984973298609719
21.6875,0.6522669988603786,0.07240620007450477,0.563524910809771,0.08160539487811945,0.0,73470.47830776643,0.050138659607438046
21.8125,0.6599330504500284,0.07205625739183164,0.5622934166523227,0.08103351832006439,0.0,73390.15537198487,0.05042757423078013
21.9375,0.6677740435635996,0.07169891147670378,0.5610270067752005,0.08045005138963038,0.0,73307.46330639037,0.050716465349999115
22.0625,0.6758001612694952,0.07133382406308367,0.5597238199766327,0.07985448099626047,0.0,73222.27234463251,0.05100534505194186
22.1875,0.6840223541391703,0.0709606110632007,0.5583817404157335,0.07924621901286792,0.0,73134.435192447,0.05129419794368731
22.3125,0.6924528703691785,0.07057886655388904,0.5569985189935912,0.078624648285525,0.0,73043.79483223951,0.05158303812436578
22.4375,0.7011049454791717,0.0701881279845566,0.5555715914088485,0.07798905992477609,0.0,72950.17246055353,0.05187184589513367
22.5625,0.7099934837204583,0.06978790592645781,0.5540982249874815,0.07733870959888722,0.0,72853.3769339479,0.05216063947383432
22.6875,0.7191347991930662,0.06937764634428342,0.5525753253440645,0.07667275100059572,0.0,72753.19188089484,0.052449410215101966
22.8125,0.7285472735978339,0.06895675047599761,0.5509995241787912,0.07599027340238063,0.0,72649.3812236372,0.052738179566748644
22.9375,0.7382512612628775,0.06852454012611689,0.5493670059273378,0.07529024288326511,0.0,72541.67748255127,0.053026945529127414
23.0625,0.7482695910237346,0.06808025611575666,0.5476734720305492,0.07457150048729096,0.0,72429.77904903518,0.05331570147664061
23.1875,0.7586279506277747,0.06762304890580179,0.5459141052270867,0.07383275247227661,0.0,72313.34739702444,0.05360443750621445
23.3125,0.7693552612082459,0.06715195156686485,0.5440833886484404,0.07307252272571155,0.0,72191.99458964082,0.05389311642644207
23.4375,0.7804848226949862,0.06666590806760235,0.5421752738544795,0.07228921392661972,0.0,72065.29379178483,0.054181760578238994
23.5625,0.7920545091808002,0.06616369997947076,0.5401827457174597,0.07148097824347349,0.0,71932.74966536509,0.054470355069503575
23.6875,0.8041084508805323,0.0656439699963657,0.5380979576831917,0.07064577237852218,0.0,71793.80639976962,0.05475895282948895
23.8125,0.8166974094941654,0.06510510377625613,0.5359115432096025,0.06978115327110948,0.0,71647.80064728908,0.05504752117105863
23.9375,0.8298794533609087,0.064545103283735,0.5336118994954422,0.06888407033272667,0.0,71493.9118652721,0.0553357834349153
24.0625,0.8437319575856386,0.06396213657740758,0.531188206347754,0.06795186520544641,0.0,71331.362535422,0.055624570576058456
24.1875,0.8583195159199946,0.06335215350366839,0.5286171218030586,0.06697806609026949,0.0,71158.52226471597,0.05591083526204374
24.3125,0.873822138631589,0.06271675457980569,0.5259057856356726,0.06596620817962476,0.0,70975.79766175308,0.0562050828584395
24.4375,0.8901170914339416,0.06203633138966711,0.5229450153789552,0.06488318054524686,0.0,70775.72415019391,0.056472401826846194
24.5625,0.9080834254170979,0.06135594054339689,0.5199949952766322,0.06380956402611399,0.0,70575.81298280237,0.05681943966364446
24.6875,0.9251590074792283,0.06055855453534573,0.5163623272231358,0.06254031230628061,0.0,70328.8607646511,0.05693563315498655
24.8125,0.9470460588932008,0.06014727901276508,0.5147137334377103,0.06191726107355991,0.0,70216.50127568746,0.057794293908830584
24.9375,0.9562960908551358,0.058362085420568706,0.5057454048685548,0.05903271303999741,0.0,69602.08996163515,0.05613117752329699
25.0,1.0000000000000002,0.05746948862447053,0.5057454048685548,0.056148165006434915,0.0,69602.08996163515,0.05779873099040756
