"arc_length","M"
14.775,0.368803
14.8,0.369578
14.825,0.370354
14.85,0.37113
14.875,0.371908
14.9,0.372686
14.925,0.373465
14.95,0.374245
14.975,0.375026
15,0.375808
15.025,0.37659
15.05,0.377374
15.075,0.378158
15.1,0.378944
15.125,0.37973
15.15,0.380517
15.175,0.381305
15.2,0.382093
15.225,0.382883
15.25,0.383674
15.275,0.384465
15.3,0.385257
15.325,0.386051
15.35,0.386845
15.375,0.38764
15.4,0.388436
15.425,0.389233
15.45,0.390031
15.475,0.39083
15.5,0.391629
15.525,0.39243
15.55,0.393232
15.575,0.394034
15.6,0.394838
15.625,0.395643
15.65,0.396448
15.675,0.397255
15.7,0.398062
15.725,0.39887
15.75,0.39968
15.775,0.40049
15.8,0.401301
15.825,0.402114
15.85,0.402927
15.875,0.403742
15.9,0.404557
15.925,0.405373
15.95,0.406191
15.975,0.407009
16,0.407829
16.025,0.408649
16.05,0.409471
16.075,0.410293
16.1,0.411117
16.125,0.411942
16.15,0.412767
16.175,0.413594
16.2,0.414422
16.225,0.415251
16.25,0.416081
16.275,0.416912
16.3,0.417744
16.325,0.418577
16.35,0.419412
16.375,0.420247
16.4,0.421084
16.425,0.421921
16.45,0.42276
16.475,0.4236
16.5,0.424441
16.525,0.425283
16.55,0.426126
16.575,0.426971
16.6,0.427817
16.625,0.428663
16.65,0.429511
16.675,0.43036
16.7,0.431211
16.725,0.432062
16.75,0.432915
16.775,0.433768
16.8,0.434623
16.825,0.43548
16.85,0.436337
16.875,0.437196
16.9,0.438055
16.925,0.438916
16.95,0.439779
16.975,0.440642
17,0.441507
17.025,0.442373
17.05,0.44324
17.075,0.444109
17.1,0.444979
17.125,0.44585
17.15,0.446722
17.175,0.447596
17.2,0.448471
17.225,0.449347
17.25,0.450224
17.275,0.451103
17.3,0.451983
17.325,0.452865
17.35,0.453748
17.375,0.454632
17.4,0.455517
17.425,0.456404
17.45,0.457293
17.475,0.458182
17.5,0.459073
17.525,0.459965
17.55,0.460859
17.575,0.461754
17.6,0.462651
17.625,0.463549
17.65,0.464448
17.675,0.465349
17.7,0.466251
17.725,0.467155
17.75,0.46806
17.775,0.468967
17.8,0.469875
17.825,0.470785
17.85,0.471696
17.875,0.472608
17.9,0.473522
17.925,0.474438
17.95,0.475355
17.975,0.476273
18,0.477193
18.025,0.478115
18.05,0.479038
18.075,0.479963
18.1,0.480889
18.125,0.481817
18.15,0.482747
18.175,0.483678
18.2,0.484611
18.225,0.485545
18.25,0.486481
18.275,0.487419
18.3,0.488358
18.325,0.489299
18.35,0.490241
18.375,0.491186
18.4,0.492132
18.425,0.493079
18.45,0.494029
18.475,0.49498
18.5,0.495932
18.525,0.496887
18.55,0.497843
18.575,0.498801
18.6,0.499761
18.625,0.500723
18.65,0.501686
18.675,0.502652
18.7,0.503619
18.725,0.504588
18.75,0.505558
18.775,0.506531
18.8,0.507505
18.825,0.508482
18.85,0.50946
18.875,0.51044
18.9,0.511422
18.925,0.512406
18.95,0.513393
18.975,0.514381
19,0.51537
19.025,0.516362
19.05,0.517356
19.075,0.518353
19.1,0.519351
19.125,0.520351
19.15,0.521353
19.175,0.522357
19.2,0.523364
19.225,0.524372
19.25,0.525383
19.275,0.526396
19.3,0.527411
19.325,0.528428
19.35,0.529448
19.375,0.530469
19.4,0.531493
19.425,0.53252
19.45,0.533548
19.475,0.534579
19.5,0.535612
19.525,0.536648
19.55,0.537686
19.575,0.538726
19.6,0.539769
19.625,0.540814
19.65,0.541862
19.675,0.542912
19.7,0.543965
19.725,0.54502
19.75,0.546078
19.775,0.547138
19.8,0.548201
19.825,0.549267
19.85,0.550335
19.875,0.551407
19.9,0.55248
19.925,0.553557
19.95,0.554636
19.975,0.555719
20,0.556804
20.025,0.557892
20.05,0.558983
20.075,0.560077
20.1,0.561174
20.125,0.562274
20.15,0.563376
20.175,0.564483
20.2,0.565592
20.225,0.566704
20.25,0.56782
20.275,0.568939
20.3,0.570061
20.325,0.571187
20.35,0.572316
20.375,0.573448
20.4,0.574584
20.425,0.575723
20.45,0.576867
20.475,0.578013
20.5,0.579164
20.525,0.580318
20.55,0.581475
20.575,0.582637
20.6,0.583803
20.625,0.584972
20.65,0.586146
20.675,0.587323
20.7,0.588505
20.725,0.589691
20.75,0.590881
20.775,0.592076
20.8,0.593275
20.825,0.594478
20.85,0.595686
20.875,0.596899
20.9,0.598116
20.925,0.599338
20.95,0.600565
20.975,0.601796
21,0.603033
21.025,0.604275
21.05,0.605521
21.075,0.606774
21.1,0.608031
21.125,0.609294
21.15,0.610563
21.175,0.611837
21.2,0.613116
21.225,0.614402
21.25,0.615694
21.275,0.616991
21.3,0.618295
21.325,0.619605
21.35,0.620921
21.375,0.622244
21.4,0.623573
21.425,0.624909
21.45,0.626252
21.475,0.627602
21.5,0.628959
21.525,0.630323
21.55,0.631694
21.575,0.633074
21.6,0.63446
21.625,0.635855
21.65,0.637257
21.675,0.638667
21.7,0.640086
21.725,0.641513
21.75,0.642949
21.775,0.644393
21.8,0.645846
21.825,0.647308
21.85,0.64878
21.875,0.650261
21.9,0.651751
21.925,0.653251
21.95,0.654762
21.975,0.656282
22,0.657812
22.025,0.659354
22.05,0.660906
22.075,0.662469
22.1,0.664043
22.125,0.665628
22.15,0.667225
22.175,0.668834
22.2,0.670455
22.225,0.672088
22.25,0.673734
22.275,0.675393
22.3,0.677064
22.325,0.678749
22.35,0.680447
22.375,0.682159
22.4,0.683885
22.425,0.685626
22.45,0.687381
22.475,0.689151
22.5,0.690936
22.525,0.692736
22.55,0.694552
22.575,0.696384
22.6,0.698232
22.625,0.700097
22.65,0.701979
22.675,0.703877
22.7,0.705794
22.725,0.707728
22.75,0.70968
22.775,0.711651
22.8,0.71364
22.825,0.715649
22.85,0.717677
22.875,0.719724
22.9,0.721792
22.925,0.72388
22.95,0.72599
22.975,0.72812
23,0.730271
23.025,0.732445
23.05,0.73464
23.075,0.736859
23.1,0.7391
23.125,0.741364
23.15,0.743652
23.175,0.745964
23.2,0.748301
23.225,0.750662
23.25,0.753048
23.275,0.75546
23.3,0.757897
23.325,0.760361
23.35,0.762852
23.375,0.765369
23.4,0.767914
23.425,0.770486
23.45,0.773086
23.475,0.775715
23.5,0.778373
23.525,0.781059
23.55,0.783776
23.575,0.786522
23.6,0.789298
23.625,0.792105
23.65,0.794943
23.675,0.797812
23.7,0.800713
23.725,0.803645
23.75,0.80661
23.775,0.809607
23.8,0.812637
23.825,0.815701
23.85,0.818798
23.875,0.821928
23.9,0.825093
23.925,0.828292
23.95,0.831525
23.975,0.834793
24,0.838096
24.025,0.841435
24.05,0.844809
24.075,0.848219
24.1,0.851664
24.125,0.855145
24.15,0.858663
24.175,0.862217
24.2,0.865808
24.225,0.869435
24.25,0.873099
24.275,0.8768
24.3,0.880537
24.325,0.884312
24.35,0.888123
24.375,0.891972
24.4,0.895857
24.425,0.89978
24.45,0.90374
24.475,0.907736
24.5,0.911769
24.525,0.91584
24.55,0.919946
24.575,0.92409
24.6,0.92827
24.625,0.932486
24.65,0.936739
24.675,0.941027
24.7,0.945351
24.725,0.949711
24.75,0.954106
24.775,0.958537
24.8,0.963002
24.825,0.967503
24.85,0.972037
24.875,0.976606
24.9,0.981209
24.925,0.985845
24.95,0.990517
24.975,0.995226
25,1
