"arc_length","N"
3.725,0.0928726
3.75,0.0928673
3.775,0.0928619
3.8,0.0928566
3.825,0.0928512
3.85,0.0928457
3.875,0.0928402
3.9,0.0928347
3.925,0.0928291
3.95,0.0928234
3.975,0.0928178
4,0.0928121
4.025,0.0928063
4.05,0.0928005
4.075,0.0927947
4.1,0.0927888
4.125,0.0927828
4.15,0.0927769
4.175,0.0927708
4.2,0.0927648
4.225,0.0927587
4.25,0.0927525
4.275,0.0927463
4.3,0.0927401
4.325,0.0927338
4.35,0.0927275
4.375,0.0927211
4.4,0.0927147
4.425,0.0927083
4.45,0.0927018
4.475,0.0926953
4.5,0.0926887
4.525,0.0926821
4.55,0.0926754
4.575,0.0926687
4.6,0.0926619
4.625,0.0926551
4.65,0.0926483
4.675,0.0926414
4.7,0.0926345
4.725,0.0926275
4.75,0.0926205
4.775,0.0926134
4.8,0.0926063
4.825,0.0925992
4.85,0.092592
4.875,0.0925847
4.9,0.0925774
4.925,0.0925701
4.95,0.0925627
4.975,0.0925553
5,0.0925479
5.025,0.0925404
5.05,0.0925328
5.075,0.0925252
5.1,0.0925176
5.125,0.0925099
5.15,0.0925022
5.175,0.0924945
5.2,0.0924866
5.225,0.0924788
5.25,0.0924709
5.275,0.092463
5.3,0.092455
5.325,0.0924469
5.35,0.0924389
5.375,0.0924307
5.4,0.0924226
5.425,0.0924144
5.45,0.0924061
5.475,0.0923978
5.5,0.0923895
5.525,0.0923811
5.55,0.0923727
5.575,0.0923642
5.6,0.0923557
5.625,0.0923471
5.65,0.0923385
5.675,0.0923299
5.7,0.0923212
5.725,0.0923124
5.75,0.0923036
5.775,0.0922948
5.8,0.0922859
5.825,0.092277
5.85,0.092268
5.875,0.092259
5.9,0.09225
5.925,0.0922409
5.95,0.0922317
5.975,0.0922225
6,0.0922133
6.025,0.092204
6.05,0.0921947
6.075,0.0921853
6.1,0.0921759
6.125,0.0921665
6.15,0.092157
6.175,0.0921474
6.2,0.0921378
6.225,0.0921282
6.25,0.0921185
6.275,0.0921087
6.3,0.092099
6.325,0.0920891
6.35,0.0920793
6.375,0.0920694
6.4,0.0920594
6.425,0.0920494
6.45,0.0920394
6.475,0.0920293
6.5,0.0920191
6.525,0.0920089
6.55,0.0919987
6.575,0.0919884
6.6,0.0919781
6.625,0.0919677
6.65,0.0919573
6.675,0.0919468
6.7,0.0919363
6.725,0.0919258
6.75,0.0919152
6.775,0.0919045
6.8,0.0918938
6.825,0.0918831
6.85,0.0918723
6.875,0.0918615
6.9,0.0918506
6.925,0.0918397
6.95,0.0918287
6.975,0.0918177
7,0.0918067
7.025,0.0917955
7.05,0.0917844
7.075,0.0917732
7.1,0.0917619
7.125,0.0917507
7.15,0.0917393
7.175,0.0917279
7.2,0.0917165
7.225,0.091705
7.25,0.0916935
7.275,0.0916819
7.3,0.0916703
7.325,0.0916586
7.35,0.0916469
7.375,0.0916352
7.4,0.0916233
7.425,0.0916115
7.45,0.0915996
7.475,0.0915876
7.5,0.0915756
7.525,0.0915636
7.55,0.0915515
7.575,0.0915394
7.6,0.0915272
7.625,0.091515
7.65,0.0915027
7.675,0.0914904
7.7,0.091478
7.725,0.0914656
7.75,0.0914531
7.775,0.0914406
7.8,0.091428
7.825,0.0914154
7.85,0.0914027
7.875,0.09139
7.9,0.0913773
7.925,0.0913645
7.95,0.0913516
7.975,0.0913387
8,0.0913258
8.025,0.0913128
8.05,0.0912997
8.075,0.0912867
8.1,0.0912735
8.125,0.0912603
8.15,0.0912471
8.175,0.0912338
8.2,0.0912205
8.225,0.0912071
8.25,0.0911937
8.275,0.0911802
8.3,0.0911667
8.325,0.0911531
8.35,0.0911395
8.375,0.0911258
8.4,0.0911121
8.425,0.0910983
8.45,0.0910845
8.475,0.0910706
8.5,0.0910567
8.525,0.0910428
8.55,0.0910288
8.575,0.0910147
8.6,0.0910006
8.625,0.0909864
8.65,0.0909722
8.675,0.090958
8.7,0.0909436
8.725,0.0909293
8.75,0.0909149
8.775,0.0909004
8.8,0.0908859
8.825,0.0908714
8.85,0.0908568
8.875,0.0908421
8.9,0.0908274
8.925,0.0908127
8.95,0.0907979
8.975,0.090783
9,0.0907681
9.025,0.0907531
9.05,0.0907381
9.075,0.0907231
9.1,0.090708
9.125,0.0906928
9.15,0.0906776
9.175,0.0906624
9.2,0.0906471
9.225,0.0906317
9.25,0.0906163
9.275,0.0906009
9.3,0.0905854
9.325,0.0905698
9.35,0.0905542
9.375,0.0905385
9.4,0.0905228
9.425,0.0905071
9.45,0.0904913
9.475,0.0904754
9.5,0.0904595
9.525,0.0904435
9.55,0.0904275
9.575,0.0904114
9.6,0.0903953
9.625,0.0903791
9.65,0.0903629
9.675,0.0903467
9.7,0.0903303
9.725,0.090314
9.75,0.0902975
9.775,0.0902811
9.8,0.0902645
9.825,0.0902479
9.85,0.0902313
9.875,0.0902146
9.9,0.0901979
9.925,0.0901811
9.95,0.0901643
9.975,0.0901474
10,0.0901304
10.025,0.0901134
10.05,0.0900964
10.075,0.0900793
10.1,0.0900621
10.125,0.0900449
10.15,0.0900276
10.175,0.0900103
10.2,0.089993
10.225,0.0899755
10.25,0.0899581
10.275,0.0899405
10.3,0.089923
10.325,0.0899053
10.35,0.0898876
10.375,0.0898699
10.4,0.0898521
10.425,0.0898343
10.45,0.0898164
10.475,0.0897984
10.5,0.0897804
10.525,0.0897623
10.55,0.0897442
10.575,0.0897261
10.6,0.0897078
10.625,0.0896896
10.65,0.0896712
10.675,0.0896528
10.7,0.0896344
10.725,0.0896159
10.75,0.0895974
10.775,0.0895788
10.8,0.0895601
10.825,0.0895414
10.85,0.0895226
10.875,0.0895038
10.9,0.0894849
10.925,0.089466
10.95,0.089447
10.975,0.089428
11,0.0894089
11.025,0.0893897
11.05,0.0893705
11.075,0.0893513
11.1,0.089332
11.125,0.0893126
11.15,0.0892932
11.175,0.0892737
11.2,0.0892541
11.225,0.0892345
11.25,0.0892149
11.275,0.0891952
11.3,0.0891754
11.325,0.0891556
11.35,0.0891357
11.375,0.0891158
11.4,0.0890958
11.425,0.0890758
11.45,0.0890557
11.475,0.0890355
11.5,0.0890153
11.525,0.088995
11.55,0.0889747
11.575,0.0889543
11.6,0.0889338
11.625,0.0889133
11.65,0.0888928
11.675,0.0888722
11.7,0.0888515
11.725,0.0888308
11.75,0.08881
11.775,0.0887891
11.8,0.0887682
11.825,0.0887473
11.85,0.0887262
11.875,0.0887052
11.9,0.088684
11.925,0.0886628
11.95,0.0886416
11.975,0.0886203
12,0.0885989
12.025,0.0885775
12.05,0.088556
12.075,0.0885344
12.1,0.0885128
12.125,0.0884912
12.15,0.0884694
12.175,0.0884476
12.2,0.0884258
12.225,0.0884039
12.25,0.0883819
12.275,0.0883599
12.3,0.0883378
12.325,0.0883157
12.35,0.0882935
12.375,0.0882712
12.4,0.0882489
12.425,0.0882265
12.45,0.0882041
12.475,0.0881816
12.5,0.088159
12.525,0.0881364
12.55,0.0881137
12.575,0.0880909
12.6,0.0880681
12.625,0.0880453
12.65,0.0880223
12.675,0.0879993
12.7,0.0879763
12.725,0.0879532
12.75,0.08793
12.775,0.0879067
12.8,0.0878834
12.825,0.0878601
12.85,0.0878367
12.875,0.0878132
12.9,0.0877896
12.925,0.087766
12.95,0.0877423
12.975,0.0877186
13,0.0876948
13.025,0.0876709
13.05,0.087647
13.075,0.087623
13.1,0.087599
13.125,0.0875748
13.15,0.0875507
13.175,0.0875264
13.2,0.0875021
13.225,0.0874777
13.25,0.0874533
13.275,0.0874288
13.3,0.0874042
13.325,0.0873796
13.35,0.0873549
13.375,0.0873301
13.4,0.0873053
13.425,0.0872804
13.45,0.0872555
13.475,0.0872304
13.5,0.0872054
13.525,0.0871802
13.55,0.087155
13.575,0.0871297
13.6,0.0871044
13.625,0.087079
13.65,0.0870535
13.675,0.0870279
13.7,0.0870023
13.725,0.0869766
13.75,0.0869509
13.775,0.0869251
13.8,0.0868992
13.825,0.0868733
13.85,0.0868472
13.875,0.0868212
13.9,0.086795
13.925,0.0867688
13.95,0.0867425
13.975,0.0867162
14,0.0866897
14.025,0.0866632
14.05,0.0866367
14.075,0.0866101
14.1,0.0865834
14.125,0.0865566
14.15,0.0865298
14.175,0.0865029
14.2,0.0864759
14.225,0.0864489
14.25,0.0864218
14.275,0.0863946
14.3,0.0863673
14.325,0.08634
14.35,0.0863126
14.375,0.0862852
14.4,0.0862576
14.425,0.08623
14.45,0.0862024
14.475,0.0861746
14.5,0.0861468
14.525,0.0861189
14.55,0.086091
14.575,0.0860629
14.6,0.0860348
14.625,0.0860067
14.65,0.0859784
14.675,0.0859501
14.7,0.0859217
14.725,0.0858932
14.75,0.0858647
14.775,0.0858361
14.8,0.0858074
14.825,0.0857787
14.85,0.0857498
14.875,0.0857209
14.9,0.085692
14.925,0.0856629
14.95,0.0856338
14.975,0.0856046
15,0.0855753
15.025,0.085546
15.05,0.0855166
15.075,0.0854871
15.1,0.0854575
15.125,0.0854278
15.15,0.0853981
15.175,0.0853683
15.2,0.0853384
15.225,0.0853085
15.25,0.0852785
15.275,0.0852484
15.3,0.0852182
15.325,0.0851879
15.35,0.0851576
15.375,0.0851272
15.4,0.0850967
15.425,0.0850661
15.45,0.0850355
15.475,0.0850048
15.5,0.084974
15.525,0.0849431
15.55,0.0849121
15.575,0.0848811
15.6,0.08485
15.625,0.0848188
15.65,0.0847875
15.675,0.0847561
15.7,0.0847247
15.725,0.0846932
15.75,0.0846616
15.775,0.0846299
15.8,0.0845981
15.825,0.0845663
15.85,0.0845344
15.875,0.0845024
15.9,0.0844703
15.925,0.0844381
15.95,0.0844059
15.975,0.0843735
16,0.0843411
16.025,0.0843086
16.05,0.0842761
16.075,0.0842434
16.1,0.0842106
16.125,0.0841778
16.15,0.0841449
16.175,0.0841119
16.2,0.0840788
16.225,0.0840456
16.25,0.0840124
16.275,0.0839791
16.3,0.0839456
16.325,0.0839121
16.35,0.0838785
16.375,0.0838448
16.4,0.0838111
16.425,0.0837772
16.45,0.0837433
16.475,0.0837092
16.5,0.0836751
16.525,0.0836409
16.55,0.0836066
16.575,0.0835722
16.6,0.0835378
16.625,0.0835032
16.65,0.0834686
16.675,0.0834338
16.7,0.083399
16.725,0.0833641
16.75,0.0833291
16.775,0.083294
16.8,0.0832588
16.825,0.0832235
16.85,0.0831881
16.875,0.0831526
16.9,0.0831171
16.925,0.0830814
16.95,0.0830457
16.975,0.0830099
17,0.0829739
17.025,0.0829379
17.05,0.0829018
17.075,0.0828656
17.1,0.0828293
17.125,0.0827929
17.15,0.0827564
17.175,0.0827198
17.2,0.0826831
17.225,0.0826463
17.25,0.0826094
17.275,0.0825725
17.3,0.0825354
17.325,0.0824982
17.35,0.082461
17.375,0.0824236
17.4,0.0823861
17.425,0.0823486
17.45,0.0823109
17.475,0.0822731
17.5,0.0822353
17.525,0.0821973
17.55,0.0821592
17.575,0.0821211
17.6,0.0820828
17.625,0.0820444
17.65,0.0820059
17.675,0.0819674
17.7,0.0819287
17.725,0.0818899
17.75,0.081851
17.775,0.081812
17.8,0.0817729
17.825,0.0817337
17.85,0.0816944
17.875,0.081655
17.9,0.0816155
17.925,0.0815759
17.95,0.0815361
17.975,0.0814963
18,0.0814563
18.025,0.0814163
18.05,0.0813761
18.075,0.0813358
18.1,0.0812954
18.125,0.0812549
18.15,0.0812143
18.175,0.0811736
18.2,0.0811327
18.225,0.0810918
18.25,0.0810507
18.275,0.0810095
18.3,0.0809682
18.325,0.0809268
18.35,0.0808853
18.375,0.0808436
18.4,0.0808019
18.425,0.08076
18.45,0.080718
18.475,0.0806759
18.5,0.0806336
18.525,0.0805913
18.55,0.0805488
18.575,0.0805062
18.6,0.0804635
18.625,0.0804206
18.65,0.0803777
18.675,0.0803346
18.7,0.0802913
18.725,0.080248
18.75,0.0802045
18.775,0.0801609
18.8,0.0801172
18.825,0.0800733
18.85,0.0800293
18.875,0.0799852
18.9,0.0799409
18.925,0.0798965
18.95,0.079852
18.975,0.0798074
19,0.0797626
19.025,0.0797176
19.05,0.0796726
19.075,0.0796273
19.1,0.079582
19.125,0.0795365
19.15,0.0794909
19.175,0.0794451
19.2,0.0793992
19.225,0.0793531
19.25,0.0793069
19.275,0.0792605
19.3,0.079214
19.325,0.0791673
19.35,0.0791205
19.375,0.0790735
19.4,0.0790264
19.425,0.0789791
19.45,0.0789317
19.475,0.0788841
19.5,0.0788363
19.525,0.0787884
19.55,0.0787403
19.575,0.078692
19.6,0.0786436
19.625,0.078595
19.65,0.0785463
19.675,0.0784973
19.7,0.0784482
19.725,0.0783989
19.75,0.0783495
19.775,0.0782998
19.8,0.07825
19.825,0.0782
19.85,0.0781498
19.875,0.0780994
19.9,0.0780488
19.925,0.077998
19.95,0.077947
19.975,0.0778959
20,0.0778445
20.025,0.0777929
20.05,0.0777411
20.075,0.0776891
20.1,0.0776369
20.125,0.0775845
20.15,0.0775319
20.175,0.077479
20.2,0.0774259
20.225,0.0773726
20.25,0.0773191
20.275,0.0772653
20.3,0.0772113
20.325,0.0771571
20.35,0.0771026
20.375,0.0770478
20.4,0.0769928
20.425,0.0769376
20.45,0.0768821
20.475,0.0768263
20.5,0.0767703
20.525,0.076714
20.55,0.0766574
20.575,0.0766005
20.6,0.0765434
20.625,0.0764859
20.65,0.0764282
20.675,0.0763702
20.7,0.0763118
20.725,0.0762532
20.75,0.0761942
20.775,0.076135
20.8,0.0760754
20.825,0.0760154
20.85,0.0759552
20.875,0.0758946
20.9,0.0758336
20.925,0.0757723
20.95,0.0757106
20.975,0.0756486
21,0.0755862
21.025,0.0755234
21.05,0.0754603
21.075,0.0753967
21.1,0.0753327
21.125,0.0752684
21.15,0.0752036
21.175,0.0751384
21.2,0.0750728
21.225,0.0750067
21.25,0.0749402
21.275,0.0748732
21.3,0.0748058
21.325,0.0747379
21.35,0.0746695
21.375,0.0746007
21.4,0.0745313
21.425,0.0744614
21.45,0.0743911
21.475,0.0743202
21.5,0.0742487
21.525,0.0741768
21.55,0.0741042
21.575,0.0740312
21.6,0.0739575
21.625,0.0738833
21.65,0.0738084
21.675,0.073733
21.7,0.0736569
21.725,0.0735803
21.75,0.0735029
21.775,0.073425
21.8,0.0733464
21.825,0.0732671
21.85,0.0731871
21.875,0.0731064
21.9,0.073025
21.925,0.072943
21.95,0.0728601
21.975,0.0727765
22,0.0726922
22.025,0.0726071
22.05,0.0725212
22.075,0.0724346
22.1,0.0723471
22.125,0.0722588
22.15,0.0721696
22.175,0.0720796
22.2,0.0719888
22.225,0.071897
22.25,0.0718044
22.275,0.0717109
22.3,0.0716164
22.325,0.0715211
22.35,0.0714247
22.375,0.0713275
22.4,0.0712292
22.425,0.07113
22.45,0.0710297
22.475,0.0709284
22.5,0.0708262
22.525,0.0707228
22.55,0.0706184
22.575,0.0705129
22.6,0.0704064
22.625,0.0702987
22.65,0.07019
22.675,0.0700801
22.7,0.069969
22.725,0.0698568
22.75,0.0697434
22.775,0.0696289
22.8,0.0695131
22.825,0.0693962
22.85,0.069278
22.875,0.0691586
22.9,0.0690379
22.925,0.068916
22.95,0.0687928
22.975,0.0686683
23,0.0685426
23.025,0.0684155
23.05,0.0682872
23.075,0.0681574
23.1,0.0680264
23.125,0.067894
23.15,0.0677603
23.175,0.0676252
23.2,0.0674888
23.225,0.067351
23.25,0.0672118
23.275,0.0670712
23.3,0.0669292
23.325,0.0667858
23.35,0.066641
23.375,0.0664949
23.4,0.0663473
23.425,0.0661983
23.45,0.0660478
23.475,0.065896
23.5,0.0657428
23.525,0.0655881
23.55,0.0654321
23.575,0.0652746
23.6,0.0651157
23.625,0.0649554
23.65,0.0647937
23.675,0.0646306
23.7,0.0644662
23.725,0.0643003
23.75,0.0641331
23.775,0.0639645
23.8,0.0637946
23.825,0.0636233
23.85,0.0634508
23.875,0.0632769
23.9,0.0631016
23.925,0.0629252
23.95,0.0627474
23.975,0.0625684
24,0.0623881
24.025,0.0622067
24.05,0.062024
24.075,0.0618402
24.1,0.0616552
24.125,0.0614691
24.15,0.0612819
24.175,0.0610937
24.2,0.0609043
24.225,0.060714
24.25,0.0605227
24.275,0.0603304
24.3,0.0601371
24.325,0.059943
24.35,0.059748
24.375,0.0595521
24.4,0.0593555
24.425,0.0591581
24.45,0.0589599
24.475,0.058761
24.5,0.0585615
24.525,0.0583614
24.55,0.0581607
24.575,0.0579594
24.6,0.0577576
24.625,0.0575554
24.65,0.0573527
24.675,0.0571497
24.7,0.0569463
24.725,0.0567425
24.75,0.0565386
24.775,0.0563343
24.8,0.0561299
24.825,0.0559254
24.85,0.0557207
24.875,0.055516
24.9,0.0553112
24.925,0.0551066
24.95,0.0549027
24.975,0.0547029
25,0.0545283
