"arc_length","N"
4.3,0.0904119
4.325,0.0903849
4.35,0.0903576
4.375,0.0903301
4.4,0.0903025
4.425,0.0902747
4.45,0.0902466
4.475,0.0902184
4.5,0.0901899
4.525,0.0901613
4.55,0.0901325
4.575,0.0901034
4.6,0.0900742
4.625,0.0900448
4.65,0.0900151
4.675,0.0899853
4.7,0.0899552
4.725,0.089925
4.75,0.0898945
4.775,0.0898639
4.8,0.089833
4.825,0.089802
4.85,0.0897707
4.875,0.0897393
4.9,0.0897076
4.925,0.0896757
4.95,0.0896436
4.975,0.0896114
5,0.0895788
5.025,0.0895461
5.05,0.0895132
5.075,0.0894801
5.1,0.0894468
5.125,0.0894132
5.15,0.0893795
5.175,0.0893455
5.2,0.0893113
5.225,0.0892769
5.25,0.0892424
5.275,0.0892076
5.3,0.0891725
5.325,0.0891372
5.35,0.0891018
5.375,0.0890662
5.4,0.0890303
5.425,0.0889941
5.45,0.0889578
5.475,0.0889213
5.5,0.0888845
5.525,0.0888475
5.55,0.0888104
5.575,0.088773
5.6,0.0887353
5.625,0.0886974
5.65,0.0886594
5.675,0.0886211
5.7,0.0885825
5.725,0.0885438
5.75,0.0885048
5.775,0.0884656
5.8,0.0884262
5.825,0.0883866
5.85,0.0883467
5.875,0.0883065
5.9,0.0882662
5.925,0.0882257
5.95,0.0881849
5.975,0.0881437
6,0.0881025
6.025,0.0880612
6.05,0.0880193
6.075,0.0879773
6.1,0.0879352
6.125,0.0878928
6.15,0.0878501
6.175,0.0878072
6.2,0.0877641
6.225,0.0877206
6.25,0.0876771
6.275,0.0876333
6.3,0.0875891
6.325,0.0875447
6.35,0.0875002
6.375,0.0874554
6.4,0.0874103
6.425,0.0873649
6.45,0.0873194
6.475,0.0872736
6.5,0.0872276
6.525,0.0871812
6.55,0.0871347
6.575,0.0870879
6.6,0.0870408
6.625,0.0869935
6.65,0.086946
6.675,0.0868981
6.7,0.08685
6.725,0.0868017
6.75,0.0867532
6.775,0.0867043
6.8,0.0866551
6.825,0.0866058
6.85,0.0865563
6.875,0.0865063
6.9,0.0864561
6.925,0.0864057
6.95,0.0863551
6.975,0.0863041
7,0.0862529
7.025,0.0862014
7.05,0.0861496
7.075,0.0860976
7.1,0.0860453
7.125,0.0859928
7.15,0.0859399
7.175,0.0858868
7.2,0.0858334
7.225,0.0857797
7.25,0.0857258
7.275,0.0856715
7.3,0.085617
7.325,0.0855622
7.35,0.0855071
7.375,0.0854518
7.4,0.0853961
7.425,0.0853402
7.45,0.0852839
7.475,0.0852274
7.5,0.0851706
7.525,0.0851135
7.55,0.0850561
7.575,0.0849984
7.6,0.0849404
7.625,0.0848821
7.65,0.0848235
7.675,0.0847646
7.7,0.0847054
7.725,0.0846459
7.75,0.084586
7.775,0.0845259
7.8,0.0844655
7.825,0.0844047
7.85,0.0843437
7.875,0.0842823
7.9,0.0842206
7.925,0.0841586
7.95,0.0840963
7.975,0.0840336
8,0.0839707
8.025,0.0839074
8.05,0.0838438
8.075,0.0837798
8.1,0.0837155
8.125,0.0836509
8.15,0.083586
8.175,0.0835207
8.2,0.0834551
8.225,0.0833891
8.25,0.0833228
8.275,0.0832562
8.3,0.0831892
8.325,0.0831219
8.35,0.0830542
8.375,0.0829862
8.4,0.0829178
8.425,0.082849
8.45,0.0827799
8.475,0.0827105
8.5,0.0826406
8.525,0.0825705
8.55,0.0824999
8.575,0.082429
8.6,0.0823577
8.625,0.082286
8.65,0.082214
8.675,0.0821416
8.7,0.0820688
8.725,0.0819956
8.75,0.081922
8.775,0.081848
8.8,0.0817737
8.825,0.0816989
8.85,0.0816238
8.875,0.0815483
8.9,0.0814723
8.925,0.081396
8.95,0.0813192
8.975,0.081242
9,0.0811645
9.025,0.0810865
9.05,0.0810081
9.075,0.0809292
9.1,0.08085
9.125,0.0807703
9.15,0.0806902
9.175,0.0806096
9.2,0.0805286
9.225,0.0804472
9.25,0.0803653
9.275,0.080283
9.3,0.0802002
9.325,0.0801169
9.35,0.0800332
9.375,0.0799491
9.4,0.0798644
9.425,0.0797793
9.45,0.0796938
9.475,0.0796077
9.5,0.0795212
9.525,0.0794342
9.55,0.0793467
9.575,0.0792587
9.6,0.0791702
9.625,0.0790812
9.65,0.0789916
9.675,0.0789016
9.7,0.0788111
9.725,0.07872
9.75,0.0786284
9.775,0.0785363
9.8,0.0784436
9.825,0.0783504
9.85,0.0782567
9.875,0.0781624
9.9,0.0780676
9.925,0.0779722
9.95,0.0778762
9.975,0.0777796
10,0.0776825
10.025,0.0775848
10.05,0.0774865
10.075,0.0773876
10.1,0.0772881
10.125,0.077188
10.15,0.0770872
10.175,0.0769859
10.2,0.0768839
10.225,0.0767813
10.25,0.0766781
10.275,0.0765742
10.3,0.0764696
10.325,0.0763644
10.35,0.0762585
10.375,0.0761519
10.4,0.0760447
10.425,0.0759367
10.45,0.0758281
10.475,0.0757187
10.5,0.0756086
10.525,0.0754978
10.55,0.0753863
10.575,0.075274
10.6,0.0751609
10.625,0.0750471
10.65,0.0749325
10.675,0.0748172
10.7,0.074701
10.725,0.074584
10.75,0.0744662
10.775,0.0743476
10.8,0.0742281
10.825,0.0741078
10.85,0.0739866
10.875,0.0738646
10.9,0.0737416
10.925,0.0736178
10.95,0.073493
10.975,0.0733674
11,0.0732407
11.025,0.0731132
11.05,0.0729846
11.075,0.0728551
11.1,0.0727245
11.125,0.072593
11.15,0.0724604
11.175,0.0723267
11.2,0.072192
11.225,0.0720562
11.25,0.0719193
11.275,0.0717812
11.3,0.071642
11.325,0.0715017
11.35,0.0713601
11.375,0.0712174
11.4,0.0710734
11.425,0.0709282
11.45,0.0707817
11.475,0.0706338
11.5,0.0704847
11.525,0.0703342
11.55,0.0701823
11.575,0.070029
11.6,0.0698742
11.625,0.069718
11.65,0.0695602
11.675,0.0694009
11.7,0.0692401
11.725,0.0690776
11.75,0.0689135
11.775,0.0687476
11.8,0.0685801
11.825,0.0684108
11.85,0.0682396
11.875,0.0680666
11.9,0.0678917
11.925,0.0677148
11.95,0.0675358
11.975,0.0673548
12,0.0671717
12.025,0.0669864
12.05,0.0667988
12.075,0.0666089
12.1,0.0664165
12.125,0.0662217
12.15,0.0660243
12.175,0.0658243
12.2,0.0656216
12.225,0.065416
12.25,0.0652076
12.275,0.0649961
12.3,0.0647815
12.325,0.0645636
12.35,0.0643424
12.375,0.0641178
12.4,0.0638895
12.425,0.0636575
12.45,0.0634214
12.475,0.0631802
12.5,0.0629283
12.525,0.0629234
12.55,0.0629219
12.575,0.0629216
12.6,0.0629215
12.625,0.0629215
12.65,0.0629215
12.675,0.0629215
12.7,0.0629215
12.725,0.0629215
12.75,0.0629215
12.775,0.0629215
12.8,0.0629215
12.825,0.0629215
12.85,0.0629215
12.875,0.0629215
12.9,0.0629215
12.925,0.0629215
12.95,0.0629215
12.975,0.0629215
13,0.0629215
13.025,0.0629215
13.05,0.0629215
13.075,0.0629215
13.1,0.0629215
13.125,0.0629215
13.15,0.0629215
13.175,0.0629215
13.2,0.0629215
13.225,0.0629215
13.25,0.0629215
13.275,0.0629215
13.3,0.0629215
13.325,0.0629215
13.35,0.0629215
13.375,0.0629215
13.4,0.0629215
13.425,0.0629215
13.45,0.0629215
13.475,0.0629215
13.5,0.0629215
13.525,0.0629215
13.55,0.0629215
13.575,0.0629215
13.6,0.0629215
13.625,0.0629215
13.65,0.0629215
13.675,0.0629215
13.7,0.0629215
13.725,0.0629215
13.75,0.0629215
13.775,0.0629215
13.8,0.0629215
13.825,0.0629215
13.85,0.0629215
13.875,0.0629215
13.9,0.0629215
13.925,0.0629215
13.95,0.0629215
13.975,0.0629215
14,0.0629215
14.025,0.0629215
14.05,0.0629215
14.075,0.0629215
14.1,0.0629215
14.125,0.0629215
14.15,0.0629215
14.175,0.0629215
14.2,0.0629215
14.225,0.0629215
14.25,0.0629215
14.275,0.0629215
14.3,0.0629215
14.325,0.0629215
14.35,0.0629215
14.375,0.0629215
14.4,0.0629215
14.425,0.0629215
14.45,0.0629215
14.475,0.0629215
14.5,0.0629215
14.525,0.0629215
14.55,0.0629215
14.575,0.0629215
14.6,0.0629215
14.625,0.0629215
14.65,0.0629215
14.675,0.0629215
14.7,0.0629215
14.725,0.0629215
14.75,0.0629215
14.775,0.0629215
14.8,0.0629215
14.825,0.0629215
14.85,0.0629215
14.875,0.0629215
14.9,0.0629215
14.925,0.0629215
14.95,0.0629215
14.975,0.0629215
15,0.0629215
15.025,0.0629215
15.05,0.0629215
15.075,0.0629215
15.1,0.0629215
15.125,0.0629215
15.15,0.0629215
15.175,0.0629215
15.2,0.0629215
15.225,0.0629215
15.25,0.0629215
15.275,0.0629215
15.3,0.0629215
15.325,0.0629215
15.35,0.0629215
15.375,0.0629215
15.4,0.0629215
15.425,0.0629215
15.45,0.0629215
15.475,0.0629215
15.5,0.0629215
15.525,0.0629215
15.55,0.0629215
15.575,0.0629215
15.6,0.0629215
15.625,0.0629215
15.65,0.0629215
15.675,0.0629215
15.7,0.0629215
15.725,0.0629215
15.75,0.0629215
15.775,0.0629215
15.8,0.0629215
15.825,0.0629215
15.85,0.0629215
15.875,0.0629215
15.9,0.0629215
15.925,0.0629215
15.95,0.0629215
15.975,0.0629215
16,0.0629215
16.025,0.0629215
16.05,0.0629215
16.075,0.0629215
16.1,0.0629215
16.125,0.0629215
16.15,0.0629215
16.175,0.0629215
16.2,0.0629215
16.225,0.0629215
16.25,0.0629215
16.275,0.0629215
16.3,0.0629215
16.325,0.0629215
16.35,0.0629215
16.375,0.0629215
16.4,0.0629215
16.425,0.0629215
16.45,0.0629215
16.475,0.0629215
16.5,0.0629215
16.525,0.0629215
16.55,0.0629215
16.575,0.0629215
16.6,0.0629215
16.625,0.0629215
16.65,0.0629215
16.675,0.0629215
16.7,0.0629215
16.725,0.0629215
16.75,0.0629215
16.775,0.0629215
16.8,0.0629215
16.825,0.0629215
16.85,0.0629215
16.875,0.0629215
16.9,0.0629215
16.925,0.0629215
16.95,0.0629215
16.975,0.0629215
17,0.0629215
17.025,0.0629215
17.05,0.0629215
17.075,0.0629215
17.1,0.0629215
17.125,0.0629215
17.15,0.0629215
17.175,0.0629215
17.2,0.0629215
17.225,0.0629215
17.25,0.0629215
17.275,0.0629215
17.3,0.0629215
17.325,0.0629215
17.35,0.0629215
17.375,0.0629215
17.4,0.0629215
17.425,0.0629215
17.45,0.0629215
17.475,0.0629215
17.5,0.0629215
17.525,0.0629215
17.55,0.0629215
17.575,0.0629215
17.6,0.0629215
17.625,0.0629215
17.65,0.0629215
17.675,0.0629215
17.7,0.0629215
17.725,0.0629215
17.75,0.0629215
17.775,0.0629215
17.8,0.0629215
17.825,0.0629215
17.85,0.0629215
17.875,0.0629215
17.9,0.0629215
17.925,0.0629215
17.95,0.0629215
17.975,0.0629215
18,0.0629215
18.025,0.0629215
18.05,0.0629215
18.075,0.0629215
18.1,0.0629215
18.125,0.0629215
18.15,0.0629215
18.175,0.0629215
18.2,0.0629215
18.225,0.0629215
18.25,0.0629215
18.275,0.0629215
18.3,0.0629215
18.325,0.0629215
18.35,0.0629215
18.375,0.0629215
18.4,0.0629215
18.425,0.0629215
18.45,0.0629215
18.475,0.0629215
18.5,0.0629215
18.525,0.0629215
18.55,0.0629215
18.575,0.0629215
18.6,0.0629215
18.625,0.0629215
18.65,0.0629215
18.675,0.0629215
18.7,0.0629215
18.725,0.0629215
18.75,0.0629215
18.775,0.0629215
18.8,0.0629215
18.825,0.0629215
18.85,0.0629215
18.875,0.0629215
18.9,0.0629215
18.925,0.0629215
18.95,0.0629215
18.975,0.0629215
19,0.0629215
19.025,0.0629215
19.05,0.0629215
19.075,0.0629215
19.1,0.0629215
19.125,0.0629215
19.15,0.0629215
19.175,0.0629215
19.2,0.0629215
19.225,0.0629215
19.25,0.0629215
19.275,0.0629215
19.3,0.0629215
19.325,0.0629215
19.35,0.0629215
19.375,0.0629215
19.4,0.0629215
19.425,0.0629215
19.45,0.0629215
19.475,0.0629215
19.5,0.0629215
19.525,0.0629215
19.55,0.0629215
19.575,0.0629215
19.6,0.0629215
19.625,0.0629215
19.65,0.0629215
19.675,0.0629215
19.7,0.0629215
19.725,0.0629215
19.75,0.0629215
19.775,0.0629215
19.8,0.0629215
19.825,0.0629215
19.85,0.0629215
19.875,0.0629215
19.9,0.0629215
19.925,0.0629215
19.95,0.0629215
19.975,0.0629215
20,0.0629215
20.025,0.0629215
20.05,0.0629215
20.075,0.0629215
20.1,0.0629215
20.125,0.0629215
20.15,0.0629215
20.175,0.0629215
20.2,0.0629215
20.225,0.0629215
20.25,0.0629215
20.275,0.0629215
20.3,0.0629215
20.325,0.0629215
20.35,0.0629215
20.375,0.0629215
20.4,0.0629215
20.425,0.0629215
20.45,0.0629215
20.475,0.0629215
20.5,0.0629215
20.525,0.0629215
20.55,0.0629215
20.575,0.0629215
20.6,0.0629215
20.625,0.0629215
20.65,0.0629215
20.675,0.0629215
20.7,0.0629215
20.725,0.0629215
20.75,0.0629215
20.775,0.0629215
20.8,0.0629215
20.825,0.0629215
20.85,0.0629215
20.875,0.0629215
20.9,0.0629215
20.925,0.0629215
20.95,0.0629215
20.975,0.0629215
21,0.0629215
21.025,0.0629215
21.05,0.0629215
21.075,0.0629215
21.1,0.0629215
21.125,0.0629215
21.15,0.0629215
21.175,0.0629215
21.2,0.0629215
21.225,0.0629215
21.25,0.0629215
21.275,0.0629215
21.3,0.0629215
21.325,0.0629215
21.35,0.0629215
21.375,0.0629215
21.4,0.0629215
21.425,0.0629215
21.45,0.0629215
21.475,0.0629215
21.5,0.0629215
21.525,0.0629215
21.55,0.0629215
21.575,0.0629215
21.6,0.0629215
21.625,0.0629215
21.65,0.0629215
21.675,0.0629215
21.7,0.0629215
21.725,0.0629215
21.75,0.0629215
21.775,0.0629215
21.8,0.0629215
21.825,0.0629215
21.85,0.0629215
21.875,0.0629215
21.9,0.0629215
21.925,0.0629215
21.95,0.0629215
21.975,0.0629215
22,0.0629215
22.025,0.0629215
22.05,0.0629215
22.075,0.0629215
22.1,0.0629215
22.125,0.0629215
22.15,0.0629215
22.175,0.0629215
22.2,0.0629215
22.225,0.0629215
22.25,0.0629215
22.275,0.0629215
22.3,0.0629215
22.325,0.0629215
22.35,0.0629215
22.375,0.0629215
22.4,0.0629215
22.425,0.0629215
22.45,0.0629215
22.475,0.0629215
22.5,0.0629215
22.525,0.0629215
22.55,0.0629215
22.575,0.0629215
22.6,0.0629215
22.625,0.0629215
22.65,0.0629215
22.675,0.0629215
22.7,0.0629215
22.725,0.0629215
22.75,0.0629215
22.775,0.0629215
22.8,0.0629215
22.825,0.0629215
22.85,0.0629215
22.875,0.0629215
22.9,0.0629215
22.925,0.0629215
22.95,0.0629215
22.975,0.0629215
23,0.0629215
23.025,0.0629215
23.05,0.0629215
23.075,0.0629215
23.1,0.0629215
23.125,0.0629215
23.15,0.0629215
23.175,0.0629215
23.2,0.0629215
23.225,0.0629215
23.25,0.0629215
23.275,0.0629215
23.3,0.0629215
23.325,0.0629215
23.35,0.0629215
23.375,0.0629215
23.4,0.0629215
23.425,0.0629215
23.45,0.0629215
23.475,0.0629215
23.5,0.0629215
23.525,0.0629215
23.55,0.0629215
23.575,0.0629215
23.6,0.0629215
23.625,0.0629215
23.65,0.0629215
23.675,0.0629215
23.7,0.0629215
23.725,0.0629215
23.75,0.0629215
23.775,0.0629215
23.8,0.0629215
23.825,0.0629215
23.85,0.0629215
23.875,0.0629215
23.9,0.0629215
23.925,0.0629215
23.95,0.0629215
23.975,0.0629215
24,0.0629215
24.025,0.0629215
24.05,0.0629215
24.075,0.0629215
24.1,0.0629215
24.125,0.0629215
24.15,0.0629215
24.175,0.0629215
24.2,0.0629215
24.225,0.0629215
24.25,0.0629215
24.275,0.0629215
24.3,0.0629215
24.325,0.0629215
24.35,0.0629215
24.375,0.0629215
24.4,0.0629215
24.425,0.0629215
24.45,0.0629215
24.475,0.0629215
24.5,0.0629215
24.525,0.0629215
24.55,0.0629215
24.575,0.0629215
24.6,0.0629215
24.625,0.0629215
24.65,0.0629215
24.675,0.0629215
24.7,0.0629215
24.725,0.0629215
24.75,0.0629215
24.775,0.0629215
24.8,0.0629214
24.825,0.0629214
24.85,0.0629214
24.875,0.0629213
24.9,0.0629212
24.925,0.0629212
24.95,0.0629211
24.975,0.0629211
25,0.0531934
