"arc_length","N","M"
0.274,0.954397,0.218591
0.275,0.954069,0.219414
0.276,0.953739,0.220237
0.277,0.953409,0.221061
0.278,0.953077,0.221885
0.279,0.952744,0.222709
0.28,0.952411,0.223534
0.281,0.952076,0.224358
0.282,0.95174,0.225183
0.283,0.951402,0.226009
0.284,0.951064,0.226834
0.285,0.950725,0.22766
0.286,0.950384,0.228487
0.287,0.950042,0.229313
0.288,0.9497,0.23014
0.289,0.949356,0.230967
0.29,0.949011,0.231795
0.291,0.948665,0.232622
0.292,0.948318,0.23345
0.293,0.947969,0.234279
0.294,0.94762,0.235107
0.295,0.947269,0.235936
0.296,0.946918,0.236766
0.297,0.946565,0.237595
0.298,0.946211,0.238425
0.299,0.945856,0.239255
0.3,0.9455,0.240086
0.301,0.945143,0.240917
0.302,0.944785,0.241748
0.303,0.944426,0.242579
0.304,0.944065,0.243411
0.305,0.943704,0.244243
0.306,0.943341,0.245076
0.307,0.942977,0.245908
0.308,0.942613,0.246741
0.309,0.942247,0.247575
0.31,0.94188,0.248408
0.311,0.941512,0.249242
0.312,0.941142,0.250077
0.313,0.940772,0.250912
0.314,0.940401,0.251747
0.315,0.940028,0.252582
0.316,0.939655,0.253418
0.317,0.93928,0.254254
0.318,0.938905,0.25509
0.319,0.938528,0.255927
0.32,0.93815,0.256764
0.321,0.937771,0.257601
0.322,0.937391,0.258439
0.323,0.93701,0.259277
0.324,0.936628,0.260115
0.325,0.936245,0.260954
0.326,0.93586,0.261793
0.327,0.935475,0.262632
0.328,0.935089,0.263472
0.329,0.934701,0.264312
0.33,0.934312,0.265152
0.331,0.933923,0.265993
0.332,0.933532,0.266834
0.333,0.93314,0.267676
0.334,0.932747,0.268518
0.335,0.932353,0.26936
0.336,0.931958,0.270202
0.337,0.931562,0.271045
0.338,0.931165,0.271889
0.339,0.930767,0.272732
0.34,0.930368,0.273576
0.341,0.929967,0.274421
0.342,0.929566,0.275265
0.343,0.929163,0.27611
0.344,0.92876,0.276956
0.345,0.928355,0.277802
0.346,0.92795,0.278648
0.347,0.927543,0.279495
0.348,0.927135,0.280341
0.349,0.926726,0.281189
0.35,0.926317,0.282036
0.351,0.925906,0.282885
