"arc_length","N","M"
0.245,0.984759,0.124407
0.246,0.984632,0.12493
0.247,0.984505,0.125454
0.248,0.984377,0.125979
0.249,0.984249,0.126503
0.25,0.98412,0.127028
0.251,0.983991,0.127553
0.252,0.983861,0.128078
0.253,0.98373,0.128603
0.254,0.983599,0.129128
0.255,0.983468,0.129654
0.256,0.983336,0.13018
0.257,0.983203,0.130706
0.258,0.98307,0.131232
0.259,0.982936,0.131759
0.26,0.982801,0.132286
0.261,0.982667,0.132813
0.262,0.982531,0.13334
0.263,0.982395,0.133867
0.264,0.982258,0.134395
0.265,0.982121,0.134923
0.266,0.981984,0.135451
0.267,0.981845,0.135979
0.268,0.981707,0.136508
0.269,0.981567,0.137037
0.27,0.981427,0.137566
0.271,0.981287,0.138095
0.272,0.981146,0.138624
0.273,0.981004,0.139154
0.274,0.980862,0.139684
0.275,0.980719,0.140214
0.276,0.980576,0.140744
0.277,0.980432,0.141275
0.278,0.980287,0.141806
0.279,0.980142,0.142337
0.28,0.979997,0.142868
0.281,0.979851,0.1434
0.282,0.979704,0.143932
0.283,0.979557,0.144464
0.284,0.979409,0.144996
0.285,0.979261,0.145529
0.286,0.979112,0.146062
0.287,0.978962,0.146595
0.288,0.978812,0.147128
0.289,0.978661,0.147661
0.29,0.97851,0.148195
0.291,0.978358,0.148729
0.292,0.978206,0.149264
0.293,0.978053,0.149798
0.294,0.977899,0.150333
0.295,0.977745,0.150868
0.296,0.977591,0.151403
0.297,0.977435,0.151939
0.298,0.97728,0.152475
0.299,0.977123,0.153011
0.3,0.976966,0.153547
0.301,0.976809,0.154084
0.302,0.976651,0.154621
0.303,0.976492,0.155158
0.304,0.976333,0.155695
0.305,0.976173,0.156233
0.306,0.976012,0.156771
0.307,0.975851,0.157309
0.308,0.97569,0.157848
0.309,0.975528,0.158387
0.31,0.975365,0.158926
0.311,0.975201,0.159465
0.312,0.975038,0.160005
0.313,0.974873,0.160545
0.314,0.974708,0.161085
0.315,0.974542,0.161625
0.316,0.974376,0.162166
0.317,0.974209,0.162707
0.318,0.974042,0.163248
0.319,0.973874,0.16379
0.32,0.973705,0.164332
0.321,0.973536,0.164874
0.322,0.973366,0.165416
0.323,0.973196,0.165959
0.324,0.973025,0.166502
0.325,0.972853,0.167045
0.326,0.972681,0.167589
0.327,0.972509,0.168133
