"arc_length","T"
28.3,334.468
28.4,334.443
28.5,334.419
28.6,334.395
28.7,334.37
28.8,334.346
28.9,334.321
29,334.297
29.1,334.272
29.2,334.248
29.3,334.223
29.4,334.199
29.5,334.174
29.6,334.15
29.7,334.125
29.8,334.101
29.9,334.076
30,334.052
30.1,334.027
30.2,334.003
30.3,333.978
30.4,333.954
30.5,333.929
30.6,333.905
30.7,333.88
30.8,333.855
30.9,333.831
31,333.806
31.1,333.782
31.2,333.757
31.3,333.733
31.4,333.708
31.5,333.683
31.6,333.659
31.7,333.634
31.8,333.61
31.9,333.585
32,333.561
32.1,333.536
32.2,333.511
32.3,333.487
32.4,333.462
32.5,333.437
32.6,333.413
32.7,333.388
32.8,333.364
32.9,333.339
33,333.314
33.1,333.29
33.2,333.265
33.3,333.24
33.4,333.216
33.5,333.191
33.6,333.166
33.7,333.142
33.8,333.117
33.9,333.092
34,333.068
34.1,333.043
34.2,333.018
34.3,332.993
34.4,332.969
34.5,332.944
34.6,332.919
34.7,332.895
34.8,332.87
34.9,332.845
35,332.82
35.1,332.796
35.2,332.771
35.3,332.746
35.4,332.721
35.5,332.697
35.6,332.672
35.7,332.647
35.8,332.622
35.9,332.597
36,332.573
36.1,332.548
36.2,332.523
36.3,332.498
36.4,332.473
36.5,332.449
36.6,332.424
36.7,332.399
36.8,332.374
36.9,332.349
37,332.325
37.1,332.3
37.2,332.275
37.3,332.25
37.4,332.225
37.5,332.2
37.6,332.175
37.7,332.151
37.8,332.126
37.9,332.101
38,332.076
38.1,332.051
38.2,332.026
38.3,332.001
38.4,331.976
38.5,331.951
38.6,331.927
38.7,331.902
38.8,331.877
38.9,331.852
39,331.827
39.1,331.802
39.2,331.777
39.3,331.752
39.4,331.727
39.5,331.702
39.6,331.677
39.7,331.652
39.8,331.627
39.9,331.602
40,331.577
40.1,331.552
40.2,331.527
40.3,331.502
40.4,331.477
40.5,331.452
40.6,331.427
40.7,331.402
40.8,331.377
40.9,331.352
41,331.327
41.1,331.302
41.2,331.277
41.3,331.252
41.4,331.227
41.5,331.202
41.6,331.177
41.7,331.152
41.8,331.127
41.9,331.102
42,331.077
42.1,331.052
42.2,331.027
42.3,331.002
42.4,330.977
42.5,330.952
42.6,330.926
42.7,330.901
42.8,330.876
42.9,330.851
43,330.826
43.1,330.801
43.2,330.776
43.3,330.751
43.4,330.725
43.5,330.7
43.6,330.675
43.7,330.65
43.8,330.625
43.9,330.6
44,330.575
44.1,330.549
44.2,330.524
44.3,330.499
44.4,330.474
44.5,330.449
44.6,330.424
44.7,330.398
44.8,330.373
44.9,330.348
45,330.323
45.1,330.297
45.2,330.272
45.3,330.247
45.4,330.222
45.5,330.197
45.6,330.171
45.7,330.146
45.8,330.121
45.9,330.096
46,330.07
46.1,330.045
46.2,330.02
46.3,329.995
46.4,329.969
46.5,329.944
46.6,329.919
46.7,329.893
46.8,329.868
46.9,329.843
47,329.817
47.1,329.792
47.2,329.767
47.3,329.742
47.4,329.716
47.5,329.691
47.6,329.666
47.7,329.64
47.8,329.615
47.9,329.589
48,329.564
48.1,329.539
48.2,329.513
48.3,329.488
48.4,329.463
48.5,329.437
48.6,329.412
48.7,329.387
48.8,329.361
48.9,329.336
49,329.31
49.1,329.285
49.2,329.259
49.3,329.234
49.4,329.209
49.5,329.183
49.6,329.158
49.7,329.132
49.8,329.107
49.9,329.081
50,329.056
50.1,329.031
50.2,329.005
50.3,328.98
50.4,328.954
50.5,328.929
50.6,328.903
50.7,328.878
50.8,328.852
50.9,328.827
51,328.801
51.1,328.776
51.2,328.75
51.3,328.725
51.4,328.699
51.5,328.674
51.6,328.648
51.7,328.623
51.8,328.597
51.9,328.571
52,328.546
52.1,328.52
52.2,328.495
52.3,328.469
52.4,328.444
52.5,328.418
52.6,328.392
52.7,328.367
52.8,328.341
52.9,328.316
53,328.29
53.1,328.264
53.2,328.239
53.3,328.213
53.4,328.188
53.5,328.162
53.6,328.136
53.7,328.111
53.8,328.085
53.9,328.059
54,328.034
54.1,328.008
54.2,327.982
54.3,327.957
54.4,327.931
54.5,327.905
54.6,327.88
54.7,327.854
54.8,327.828
54.9,327.803
55,327.777
55.1,327.751
55.2,327.726
55.3,327.7
55.4,327.674
55.5,327.648
55.6,327.623
55.7,327.597
55.8,327.571
55.9,327.545
56,327.52
56.1,327.494
56.2,327.468
56.3,327.442
56.4,327.417
56.5,327.391
56.6,327.365
56.7,327.339
56.8,327.313
56.9,327.288
57,327.262
57.1,327.236
57.2,327.21
57.3,327.184
57.4,327.159
57.5,327.133
57.6,327.107
57.7,327.081
57.8,327.055
57.9,327.029
58,327.004
58.1,326.978
58.2,326.952
58.3,326.926
58.4,326.9
58.5,326.874
58.6,326.848
58.7,326.822
58.8,326.797
58.9,326.771
59,326.745
59.1,326.719
59.2,326.693
59.3,326.667
59.4,326.641
59.5,326.615
59.6,326.589
59.7,326.563
59.8,326.537
59.9,326.511
60,326.485
60.1,326.459
60.2,326.433
60.3,326.407
60.4,326.381
60.5,326.355
60.6,326.33
60.7,326.304
60.8,326.278
60.9,326.252
61,326.225
61.1,326.199
61.2,326.173
61.3,326.147
61.4,326.121
61.5,326.095
61.6,326.069
61.7,326.043
61.8,326.017
61.9,325.991
62,325.965
62.1,325.939
62.2,325.913
62.3,325.887
62.4,325.861
62.5,325.835
62.6,325.809
62.7,325.783
62.8,325.756
62.9,325.73
63,325.704
63.1,325.678
63.2,325.652
63.3,325.626
63.4,325.6
63.5,325.574
63.6,325.547
63.7,325.521
63.8,325.495
63.9,325.469
64,325.443
64.1,325.417
64.2,325.39
64.3,325.364
64.4,325.338
64.5,325.312
64.6,325.286
64.7,325.259
64.8,325.233
64.9,325.207
65,325.181
65.1,325.155
65.2,325.128
65.3,325.102
65.4,325.076
65.5,325.05
65.6,325.023
65.7,324.997
65.8,324.971
65.9,324.945
66,324.918
66.1,324.892
66.2,324.866
66.3,324.84
66.4,324.813
66.5,324.787
66.6,324.761
66.7,324.734
66.8,324.708
66.9,324.682
67,324.655
67.1,324.629
67.2,324.603
67.3,324.576
67.4,324.55
67.5,324.524
67.6,324.497
67.7,324.471
67.8,324.445
67.9,324.418
68,324.392
68.1,324.365
68.2,324.339
68.3,324.313
68.4,324.286
68.5,324.26
68.6,324.233
68.7,324.207
68.8,324.181
68.9,324.154
69,324.128
69.1,324.101
69.2,324.075
69.3,324.048
69.4,324.022
69.5,323.995
69.6,323.969
69.7,323.943
69.8,323.916
69.9,323.89
70,323.863
70.1,323.837
70.2,323.81
70.3,323.784
70.4,323.757
70.5,323.731
70.6,323.704
70.7,323.678
70.8,323.651
70.9,323.624
71,323.598
71.1,323.571
71.2,323.545
71.3,323.518
71.4,323.492
71.5,323.465
71.6,323.439
71.7,323.412
71.8,323.385
71.9,323.359
72,323.332
72.1,323.306
72.2,323.279
72.3,323.252
72.4,323.226
72.5,323.199
72.6,323.173
72.7,323.146
72.8,323.119
72.9,323.093
73,323.066
73.1,323.039
73.2,323.013
73.3,322.986
73.4,322.959
73.5,322.933
73.6,322.906
73.7,322.879
73.8,322.853
73.9,322.826
74,322.799
74.1,322.772
74.2,322.746
74.3,322.719
74.4,322.692
74.5,322.666
74.6,322.639
74.7,322.612
74.8,322.585
74.9,322.559
75,322.532
75.1,322.505
75.2,322.478
75.3,322.452
75.4,322.425
75.5,322.398
75.6,322.371
75.7,322.344
75.8,322.318
75.9,322.291
76,322.264
76.1,322.237
76.2,322.21
76.3,322.183
76.4,322.157
76.5,322.13
76.6,322.103
76.7,322.076
76.8,322.049
76.9,322.022
77,321.995
77.1,321.969
77.2,321.942
77.3,321.915
77.4,321.888
77.5,321.861
77.6,321.834
77.7,321.807
77.8,321.78
77.9,321.753
78,321.726
78.1,321.699
78.2,321.673
78.3,321.646
78.4,321.619
78.5,321.592
78.6,321.565
78.7,321.538
78.8,321.511
78.9,321.484
79,321.457
79.1,321.43
79.2,321.403
79.3,321.376
79.4,321.349
79.5,321.322
79.6,321.295
79.7,321.268
79.8,321.241
79.9,321.214
80,321.187
80.1,321.16
80.2,321.133
80.3,321.106
80.4,321.078
80.5,321.051
80.6,321.024
80.7,320.997
80.8,320.97
80.9,320.943
81,320.916
81.1,320.889
81.2,320.862
81.3,320.835
81.4,320.807
81.5,320.78
81.6,320.753
81.7,320.726
81.8,320.699
81.9,320.672
82,320.645
82.1,320.617
82.2,320.59
82.3,320.563
82.4,320.536
82.5,320.509
82.6,320.482
82.7,320.454
82.8,320.427
82.9,320.4
83,320.373
83.1,320.346
83.2,320.318
83.3,320.291
83.4,320.264
83.5,320.237
83.6,320.209
83.7,320.182
83.8,320.155
83.9,320.128
84,320.1
84.1,320.073
84.2,320.046
84.3,320.018
84.4,319.991
84.5,319.964
84.6,319.937
84.7,319.909
84.8,319.882
84.9,319.855
85,319.827
85.1,319.8
85.2,319.773
85.3,319.745
85.4,319.718
85.5,319.691
85.6,319.663
85.7,319.636
85.8,319.608
85.9,319.581
86,319.554
86.1,319.526
86.2,319.499
86.3,319.471
86.4,319.444
86.5,319.417
86.6,319.389
86.7,319.362
86.8,319.334
86.9,319.307
87,319.279
87.1,319.252
87.2,319.225
87.3,319.197
87.4,319.17
87.5,319.142
87.6,319.115
87.7,319.087
87.8,319.06
87.9,319.032
88,319.005
88.1,318.977
88.2,318.95
88.3,318.922
88.4,318.895
88.5,318.867
88.6,318.839
88.7,318.812
88.8,318.784
88.9,318.757
89,318.729
89.1,318.702
89.2,318.674
89.3,318.647
89.4,318.619
89.5,318.591
89.6,318.564
89.7,318.536
89.8,318.509
89.9,318.481
90,318.453
90.1,318.426
90.2,318.398
90.3,318.37
90.4,318.343
90.5,318.315
90.6,318.287
90.7,318.26
90.8,318.232
90.9,318.204
91,318.177
91.1,318.149
91.2,318.121
91.3,318.094
91.4,318.066
91.5,318.038
91.6,318.01
91.7,317.983
91.8,317.955
91.9,317.927
92,317.9
92.1,317.872
92.2,317.844
92.3,317.816
92.4,317.788
92.5,317.761
92.6,317.733
92.7,317.705
92.8,317.677
92.9,317.65
93,317.622
93.1,317.594
93.2,317.566
93.3,317.538
93.4,317.51
93.5,317.483
93.6,317.455
93.7,317.427
93.8,317.399
93.9,317.371
94,317.343
94.1,317.315
94.2,317.288
94.3,317.26
94.4,317.232
94.5,317.204
94.6,317.176
94.7,317.148
94.8,317.12
94.9,317.092
95,317.064
95.1,317.036
95.2,317.008
95.3,316.98
95.4,316.953
95.5,316.925
95.6,316.897
95.7,316.869
95.8,316.841
95.9,316.813
96,316.785
96.1,316.757
96.2,316.729
96.3,316.701
96.4,316.673
96.5,316.645
96.6,316.617
96.7,316.589
96.8,316.561
96.9,316.532
97,316.504
97.1,316.476
97.2,316.448
97.3,316.42
97.4,316.392
97.5,316.364
97.6,316.336
97.7,316.308
97.8,316.28
97.9,316.252
98,316.224
98.1,316.195
98.2,316.167
98.3,316.139
98.4,316.111
98.5,316.083
98.6,316.055
98.7,316.027
98.8,315.998
98.9,315.97
99,315.942
99.1,315.914
99.2,315.886
99.3,315.857
99.4,315.829
99.5,315.801
99.6,315.773
99.7,315.745
99.8,315.716
99.9,315.688
100,315.66
