"arc_length","T"
11.025,43.2483
11.05,43.2434
11.075,43.2385
11.1,43.2336
11.125,43.2288
11.15,43.2239
11.175,43.2189
11.2,43.214
11.225,43.2091
11.25,43.2041
11.275,43.1992
11.3,43.1942
11.325,43.1893
11.35,43.1843
11.375,43.1793
11.4,43.1743
11.425,43.1693
11.45,43.1643
11.475,43.1592
11.5,43.1542
11.525,43.1492
11.55,43.1441
11.575,43.139
11.6,43.134
11.625,43.1289
11.65,43.1238
11.675,43.1187
11.7,43.1136
11.725,43.1084
11.75,43.1033
11.775,43.0982
11.8,43.093
11.825,43.0879
11.85,43.0827
11.875,43.0775
11.9,43.0723
11.925,43.0672
11.95,43.0619
11.975,43.0567
12,43.0515
12.025,43.0463
12.05,43.0411
12.075,43.0358
12.1,43.0306
12.125,43.0253
12.15,43.02
12.175,43.0147
12.2,43.0095
12.225,43.0042
12.25,42.9989
12.275,42.9935
12.3,42.9882
12.325,42.9829
12.35,42.9776
12.375,42.9722
12.4,42.9669
12.425,42.9615
12.45,42.9561
12.475,42.9508
12.5,42.9454
12.525,42.94
12.55,42.9346
12.575,42.9292
12.6,42.9238
12.625,42.9184
12.65,42.913
12.675,42.9076
12.7,42.9021
12.725,42.8967
12.75,42.8913
12.775,42.8859
12.8,42.8804
12.825,42.875
12.85,42.8696
12.875,42.8641
12.9,42.8587
12.925,42.8532
12.95,42.8478
12.975,42.8423
13,42.8368
13.025,42.8314
13.05,42.8259
13.075,42.8204
13.1,42.8149
13.125,42.8095
13.15,42.804
13.175,42.7985
13.2,42.793
13.225,42.7875
13.25,42.782
13.275,42.7765
13.3,42.771
13.325,42.7654
13.35,42.7599
13.375,42.7544
13.4,42.7489
13.425,42.7433
13.45,42.7378
13.475,42.7323
13.5,42.7267
13.525,42.7212
13.55,42.7156
13.575,42.7101
13.6,42.7045
13.625,42.6989
13.65,42.6934
13.675,42.6878
13.7,42.6822
13.725,42.6766
13.75,42.6711
13.775,42.6655
13.8,42.6599
13.825,42.6543
13.85,42.6487
13.875,42.6431
13.9,42.6375
13.925,42.6319
13.95,42.6262
13.975,42.6206
14,42.615
14.025,42.6094
14.05,42.6037
14.075,42.5981
14.1,42.5924
14.125,42.5868
14.15,42.5811
14.175,42.5755
14.2,42.5698
14.225,42.5642
14.25,42.5585
14.275,42.5528
14.3,42.5471
14.325,42.5415
14.35,42.5358
14.375,42.5301
14.4,42.5244
14.425,42.5187
14.45,42.513
14.475,42.5073
14.5,42.5016
14.525,42.4959
14.55,42.4902
14.575,42.4844
14.6,42.4787
14.625,42.473
14.65,42.4672
14.675,42.4615
14.7,42.4557
14.725,42.45
14.75,42.4442
14.775,42.4385
14.8,42.4327
14.825,42.427
14.85,42.4212
14.875,42.4154
14.9,42.4096
14.925,42.4038
14.95,42.3981
14.975,42.3923
15,42.3865
15.025,42.3807
15.05,42.3749
15.075,42.3691
15.1,42.3632
15.125,42.3574
15.15,42.3516
15.175,42.3458
15.2,42.3399
15.225,42.3341
15.25,42.3283
15.275,42.3224
15.3,42.3166
15.325,42.3107
15.35,42.3049
15.375,42.299
15.4,42.2931
15.425,42.2872
15.45,42.2814
15.475,42.2755
15.5,42.2696
15.525,42.2637
15.55,42.2578
15.575,42.2519
15.6,42.246
15.625,42.2401
15.65,42.2342
15.675,42.2283
15.7,42.2224
15.725,42.2164
15.75,42.2105
15.775,42.2046
15.8,42.1986
15.825,42.1927
15.85,42.1867
15.875,42.1808
15.9,42.1748
15.925,42.1689
15.95,42.1629
15.975,42.1569
16,42.1509
16.025,42.145
16.05,42.139
16.075,42.133
16.1,42.127
16.125,42.121
16.15,42.115
16.175,42.109
16.2,42.1029
16.225,42.0969
16.25,42.0909
16.275,42.0849
16.3,42.0788
16.325,42.0728
16.35,42.0668
16.375,42.0607
16.4,42.0547
16.425,42.0486
16.45,42.0425
16.475,42.0365
16.5,42.0304
16.525,42.0243
16.55,42.0183
16.575,42.0122
16.6,42.0061
16.625,42
16.65,41.9939
16.675,41.9878
16.7,41.9817
16.725,41.9756
16.75,41.9694
16.775,41.9633
16.8,41.9572
16.825,41.9511
16.85,41.9449
16.875,41.9388
16.9,41.9326
16.925,41.9265
16.95,41.9203
16.975,41.9142
17,41.908
17.025,41.9018
17.05,41.8956
17.075,41.8895
17.1,41.8833
17.125,41.8771
17.15,41.8709
17.175,41.8647
17.2,41.8585
17.225,41.8523
17.25,41.846
17.275,41.8398
17.3,41.8336
17.325,41.8274
17.35,41.8211
17.375,41.8149
17.4,41.8086
17.425,41.8024
17.45,41.7961
17.475,41.7899
17.5,41.7836
17.525,41.7773
17.55,41.7711
17.575,41.7648
17.6,41.7585
17.625,41.7522
17.65,41.7459
17.675,41.7396
17.7,41.7333
17.725,41.727
17.75,41.7207
17.775,41.7143
17.8,41.708
17.825,41.7017
17.85,41.6953
17.875,41.689
17.9,41.6827
17.925,41.6763
17.95,41.6699
17.975,41.6636
18,41.6572
18.025,41.6508
18.05,41.6445
18.075,41.6381
18.1,41.6317
18.125,41.6253
18.15,41.6189
18.175,41.6125
18.2,41.6061
18.225,41.5997
18.25,41.5932
18.275,41.5868
18.3,41.5804
18.325,41.5739
18.35,41.5675
18.375,41.5611
18.4,41.5546
18.425,41.5481
18.45,41.5417
18.475,41.5352
18.5,41.5287
18.525,41.5223
18.55,41.5158
18.575,41.5093
18.6,41.5028
18.625,41.4963
18.65,41.4898
18.675,41.4833
18.7,41.4768
18.725,41.4702
18.75,41.4637
18.775,41.4572
18.8,41.4506
18.825,41.4441
18.85,41.4376
18.875,41.431
18.9,41.4244
18.925,41.4179
18.95,41.4113
18.975,41.4047
19,41.3981
19.025,41.3916
19.05,41.385
19.075,41.3784
19.1,41.3718
19.125,41.3652
19.15,41.3585
19.175,41.3519
19.2,41.3453
19.225,41.3387
19.25,41.332
19.275,41.3254
19.3,41.3187
19.325,41.3121
19.35,41.3054
19.375,41.2988
19.4,41.2921
19.425,41.2854
19.45,41.2787
19.475,41.272
19.5,41.2654
19.525,41.2587
19.55,41.2519
19.575,41.2452
19.6,41.2385
19.625,41.2318
19.65,41.2251
19.675,41.2183
19.7,41.2116
19.725,41.2049
19.75,41.1981
19.775,41.1914
19.8,41.1846
19.825,41.1778
19.85,41.1711
19.875,41.1643
19.9,41.1575
19.925,41.1507
19.95,41.1439
19.975,41.1371
20,41.1303
20.025,41.1235
20.05,41.1167
20.075,41.1098
20.1,41.103
20.125,41.0962
20.15,41.0893
20.175,41.0825
20.2,41.0756
20.225,41.0688
20.25,41.0619
20.275,41.055
20.3,41.0481
20.325,41.0413
20.35,41.0344
20.375,41.0275
20.4,41.0206
20.425,41.0137
20.45,41.0067
20.475,40.9998
20.5,40.9929
20.525,40.986
20.55,40.979
20.575,40.9721
20.6,40.9651
20.625,40.9582
20.65,40.9512
20.675,40.9442
20.7,40.9373
20.725,40.9303
20.75,40.9233
20.775,40.9163
20.8,40.9093
20.825,40.9023
20.85,40.8953
20.875,40.8883
20.9,40.8813
20.925,40.8742
20.95,40.8672
20.975,40.8601
21,40.8531
21.025,40.846
21.05,40.839
21.075,40.8319
21.1,40.8248
21.125,40.8178
21.15,40.8107
21.175,40.8036
21.2,40.7965
21.225,40.7894
21.25,40.7823
21.275,40.7752
21.3,40.768
21.325,40.7609
21.35,40.7538
21.375,40.7466
21.4,40.7395
21.425,40.7323
21.45,40.7252
21.475,40.718
21.5,40.7108
21.525,40.7036
21.55,40.6964
21.575,40.6893
21.6,40.6821
21.625,40.6748
21.65,40.6676
21.675,40.6604
21.7,40.6532
21.725,40.646
21.75,40.6387
21.775,40.6315
21.8,40.6242
21.825,40.617
21.85,40.6097
21.875,40.6024
21.9,40.5951
21.925,40.5879
21.95,40.5806
21.975,40.5733
22,40.566
22.025,40.5587
22.05,40.5513
22.075,40.544
22.1,40.5367
22.125,40.5293
22.15,40.522
22.175,40.5146
22.2,40.5073
22.225,40.4999
22.25,40.4926
22.275,40.4852
22.3,40.4778
22.325,40.4704
22.35,40.463
22.375,40.4556
22.4,40.4482
22.425,40.4408
22.45,40.4333
22.475,40.4259
22.5,40.4185
22.525,40.411
22.55,40.4036
22.575,40.3961
22.6,40.3886
22.625,40.3812
22.65,40.3737
22.675,40.3662
22.7,40.3587
22.725,40.3512
22.75,40.3437
22.775,40.3362
22.8,40.3287
22.825,40.3212
22.85,40.3136
22.875,40.3061
22.9,40.2985
22.925,40.291
22.95,40.2834
22.975,40.2759
23,40.2683
23.025,40.2607
23.05,40.2531
23.075,40.2455
23.1,40.2379
23.125,40.2303
23.15,40.2227
23.175,40.2151
23.2,40.2075
23.225,40.1998
23.25,40.1922
23.275,40.1845
23.3,40.1769
23.325,40.1692
23.35,40.1616
23.375,40.1539
23.4,40.1462
23.425,40.1386
23.45,40.1309
23.475,40.1232
23.5,40.1155
23.525,40.1078
23.55,40.1001
23.575,40.0924
23.6,40.0847
23.625,40.077
23.65,40.0693
23.675,40.0615
23.7,40.0538
23.725,40.0461
23.75,40.0384
23.775,40.0307
23.8,40.0229
23.825,40.0152
23.85,40.0075
23.875,39.9998
23.9,39.9921
23.925,39.9843
23.95,39.9766
23.975,39.9689
24,39.9612
24.025,39.9536
24.05,39.9459
24.075,39.9382
24.1,39.9306
24.125,39.923
24.15,39.9153
24.175,39.9078
24.2,39.9002
24.225,39.8926
24.25,39.8851
24.275,39.8777
24.3,39.8702
24.325,39.8628
24.35,39.8554
24.375,39.8481
24.4,39.8409
24.425,39.8337
24.45,39.8266
24.475,39.8195
24.5,39.8126
24.525,39.8057
24.55,39.7989
24.575,39.7922
24.6,39.7857
24.625,39.7793
24.65,39.773
24.675,39.7669
24.7,39.761
24.725,39.7553
24.75,39.7498
24.775,39.7445
24.8,39.7395
24.825,39.7347
24.85,39.7303
24.875,39.7262
24.9,39.7226
24.925,39.7194
24.95,39.7167
24.975,39.7146
25,39.7135
