"arc_length","N"
38.7,1.14891
38.8,1.14945
38.9,1.14998
39,1.15051
39.1,1.15105
39.2,1.15158
39.3,1.15212
39.4,1.15266
39.5,1.15319
39.6,1.15374
39.7,1.15428
39.8,1.15482
39.9,1.15536
40,1.15591
40.1,1.15645
40.2,1.157
40.3,1.15755
40.4,1.1581
40.5,1.15865
40.6,1.1592
40.7,1.15975
40.8,1.16031
40.9,1.16086
41,1.16142
41.1,1.16198
41.2,1.16254
41.3,1.1631
41.4,1.16366
41.5,1.16422
41.6,1.16478
41.7,1.16535
41.8,1.16591
41.9,1.16648
42,1.16705
42.1,1.16762
42.2,1.16819
42.3,1.16876
42.4,1.16934
42.5,1.16991
42.6,1.17049
42.7,1.17107
42.8,1.17165
42.9,1.17223
43,1.17281
43.1,1.17339
43.2,1.17397
43.3,1.17456
43.4,1.17515
43.5,1.17573
43.6,1.17632
43.7,1.17691
43.8,1.17751
43.9,1.1781
44,1.17869
44.1,1.17929
44.2,1.17989
44.3,1.18049
44.4,1.18109
44.5,1.18169
44.6,1.18229
44.7,1.18289
44.8,1.1835
44.9,1.18411
45,1.18472
45.1,1.18533
45.2,1.18594
45.3,1.18655
45.4,1.18716
45.5,1.18778
45.6,1.1884
45.7,1.18901
45.8,1.18963
45.9,1.19026
46,1.19088
46.1,1.1915
46.2,1.19213
46.3,1.19276
46.4,1.19339
46.5,1.19402
46.6,1.19465
46.7,1.19528
46.8,1.19591
46.9,1.19655
47,1.19719
47.1,1.19783
47.2,1.19847
47.3,1.19911
47.4,1.19976
47.5,1.2004
47.6,1.20105
47.7,1.2017
47.8,1.20235
47.9,1.203
48,1.20365
48.1,1.20431
48.2,1.20496
48.3,1.20562
48.4,1.20628
48.5,1.20694
48.6,1.20761
48.7,1.20827
48.8,1.20894
48.9,1.20961
49,1.21028
49.1,1.21095
49.2,1.21162
49.3,1.2123
49.4,1.21297
49.5,1.21365
49.6,1.21433
49.7,1.21501
49.8,1.21569
49.9,1.21638
50,1.21707
50.1,1.21775
50.2,1.21845
50.3,1.21914
50.4,1.21983
50.5,1.22053
50.6,1.22122
50.7,1.22192
50.8,1.22262
50.9,1.22333
51,1.22403
51.1,1.22474
51.2,1.22545
51.3,1.22616
51.4,1.22687
51.5,1.22758
51.6,1.2283
51.7,1.22902
51.8,1.22974
51.9,1.23046
52,1.23118
52.1,1.23191
52.2,1.23263
52.3,1.23336
52.4,1.23409
52.5,1.23483
52.6,1.23556
52.7,1.2363
52.8,1.23704
52.9,1.23778
53,1.23852
53.1,1.23927
53.2,1.24001
53.3,1.24076
53.4,1.24151
53.5,1.24227
53.6,1.24302
53.7,1.24378
53.8,1.24454
53.9,1.2453
54,1.24606
54.1,1.24683
54.2,1.2476
54.3,1.24837
54.4,1.24914
54.5,1.24991
54.6,1.25069
54.7,1.25147
54.8,1.25225
54.9,1.25303
55,1.25382
55.1,1.2546
55.2,1.25539
55.3,1.25618
55.4,1.25698
55.5,1.25777
55.6,1.25857
55.7,1.25937
55.8,1.26018
55.9,1.26098
56,1.26179
56.1,1.2626
56.2,1.26341
56.3,1.26423
56.4,1.26504
56.5,1.26586
56.6,1.26669
56.7,1.26751
56.8,1.26834
56.9,1.26917
57,1.27
57.1,1.27083
57.2,1.27167
57.3,1.27251
57.4,1.27335
57.5,1.27419
57.6,1.27504
57.7,1.27589
57.8,1.27674
57.9,1.27759
58,1.27845
58.1,1.27931
58.2,1.28017
58.3,1.28104
58.4,1.28191
58.5,1.28277
58.6,1.28365
58.7,1.28452
58.8,1.2854
58.9,1.28628
59,1.28716
59.1,1.28805
59.2,1.28894
59.3,1.28983
59.4,1.29073
59.5,1.29162
59.6,1.29252
59.7,1.29343
59.8,1.29433
59.9,1.29524
60,1.29615
60.1,1.29707
60.2,1.29798
60.3,1.2989
60.4,1.29983
60.5,1.30075
60.6,1.30168
60.7,1.30261
60.8,1.30355
60.9,1.30449
61,1.30543
61.1,1.30637
61.2,1.30732
61.3,1.30827
61.4,1.30922
61.5,1.31018
61.6,1.31114
61.7,1.3121
61.8,1.31307
61.9,1.31404
62,1.31501
62.1,1.31599
62.2,1.31697
62.3,1.31795
62.4,1.31893
62.5,1.31992
62.6,1.32092
62.7,1.32191
62.8,1.32291
62.9,1.32391
63,1.32492
63.1,1.32593
63.2,1.32694
63.3,1.32796
63.4,1.32898
63.5,1.33
63.6,1.33103
63.7,1.33206
63.8,1.33309
63.9,1.33413
64,1.33517
64.1,1.33622
64.2,1.33727
64.3,1.33832
64.4,1.33937
64.5,1.34043
64.6,1.3415
64.7,1.34257
64.8,1.34364
64.9,1.34471
65,1.34579
65.1,1.34687
65.2,1.34796
65.3,1.34905
65.4,1.35015
65.5,1.35125
65.6,1.35235
65.7,1.35346
65.8,1.35457
65.9,1.35568
66,1.3568
66.1,1.35793
66.2,1.35905
66.3,1.36019
66.4,1.36132
66.5,1.36246
66.6,1.36361
66.7,1.36476
66.8,1.36591
66.9,1.36707
67,1.36823
67.1,1.3694
67.2,1.37057
67.3,1.37174
67.4,1.37293
67.5,1.37411
67.6,1.3753
67.7,1.37649
67.8,1.37769
67.9,1.3789
68,1.38011
68.1,1.38132
68.2,1.38254
68.3,1.38376
68.4,1.38499
68.5,1.38622
68.6,1.38746
68.7,1.3887
68.8,1.38995
68.9,1.3912
69,1.39246
69.1,1.39372
69.2,1.39499
69.3,1.39626
69.4,1.39754
69.5,1.39883
69.6,1.40011
69.7,1.40141
69.8,1.40271
69.9,1.40401
70,1.40533
70.1,1.40664
70.2,1.40796
70.3,1.40929
70.4,1.41062
70.5,1.41196
70.6,1.41331
70.7,1.41466
70.8,1.41601
70.9,1.41738
71,1.41874
71.1,1.42012
71.2,1.4215
71.3,1.42288
71.4,1.42428
71.5,1.42568
71.6,1.42708
71.7,1.42849
71.8,1.42991
71.9,1.43133
72,1.43276
72.1,1.4342
72.2,1.43564
72.3,1.43709
72.4,1.43855
72.5,1.44001
72.6,1.44148
72.7,1.44295
72.8,1.44444
72.9,1.44593
73,1.44742
73.1,1.44893
73.2,1.45044
73.3,1.45196
73.4,1.45348
73.5,1.45501
73.6,1.45655
73.7,1.4581
73.8,1.45965
73.9,1.46122
74,1.46279
74.1,1.46436
74.2,1.46595
74.3,1.46754
74.4,1.46914
74.5,1.47075
74.6,1.47236
74.7,1.47399
74.8,1.47562
74.9,1.47726
75,1.47891
75.1,1.48057
75.2,1.48223
75.3,1.48391
75.4,1.48559
75.5,1.48728
75.6,1.48898
75.7,1.49069
75.8,1.49241
75.9,1.49413
76,1.49587
76.1,1.49761
76.2,1.49936
76.3,1.50113
76.4,1.5029
76.5,1.50468
76.6,1.50647
76.7,1.50827
76.8,1.51008
76.9,1.5119
77,1.51373
77.1,1.51558
77.2,1.51743
77.3,1.51929
77.4,1.52116
77.5,1.52304
77.6,1.52493
77.7,1.52683
77.8,1.52875
77.9,1.53067
78,1.53261
78.1,1.53455
78.2,1.53651
78.3,1.53848
78.4,1.54046
78.5,1.54245
78.6,1.54445
78.7,1.54647
78.8,1.54849
78.9,1.55053
79,1.55258
79.1,1.55465
79.2,1.55672
79.3,1.55881
79.4,1.56091
79.5,1.56303
79.6,1.56515
79.7,1.56729
79.8,1.56944
79.9,1.57161
80,1.57379
80.1,1.57598
80.2,1.57819
80.3,1.58041
80.4,1.58265
80.5,1.5849
80.6,1.58716
80.7,1.58944
80.8,1.59173
80.9,1.59404
81,1.59637
81.1,1.5987
81.2,1.60106
81.3,1.60343
81.4,1.60582
81.5,1.60822
81.6,1.61064
81.7,1.61307
81.8,1.61552
81.9,1.61799
82,1.62048
82.1,1.62298
82.2,1.6255
82.3,1.62804
82.4,1.63059
82.5,1.63317
82.6,1.63576
82.7,1.63837
82.8,1.641
82.9,1.64365
83,1.64632
83.1,1.64901
83.2,1.65171
83.3,1.65444
83.4,1.65719
83.5,1.65996
83.6,1.66275
83.7,1.66556
83.8,1.66839
83.9,1.67125
84,1.67412
84.1,1.67702
84.2,1.67994
84.3,1.68289
84.4,1.68586
84.5,1.68885
84.6,1.69187
84.7,1.69491
84.8,1.69797
84.9,1.70106
85,1.70418
85.1,1.70732
85.2,1.71049
85.3,1.71368
85.4,1.7169
85.5,1.72015
85.6,1.72343
85.7,1.72673
85.8,1.73007
85.9,1.73343
86,1.73682
86.1,1.74024
86.2,1.7437
86.3,1.74718
86.4,1.7507
86.5,1.75425
86.6,1.75783
86.7,1.76144
86.8,1.76509
86.9,1.76877
87,1.77248
87.1,1.77624
87.2,1.78002
87.3,1.78385
87.4,1.78771
87.5,1.79161
87.6,1.79555
87.7,1.79953
87.8,1.80354
87.9,1.8076
88,1.8117
88.1,1.81584
88.2,1.82003
88.3,1.82426
88.4,1.82853
88.5,1.83285
88.6,1.83721
88.7,1.84162
88.8,1.84608
88.9,1.85059
89,1.85515
89.1,1.85976
89.2,1.86442
89.3,1.86914
89.4,1.87391
89.5,1.87873
89.6,1.88361
89.7,1.88855
89.8,1.89355
89.9,1.89861
90,1.90372
90.1,1.90891
90.2,1.91415
90.3,1.91946
90.4,1.92484
90.5,1.93029
90.6,1.9358
90.7,1.94139
90.8,1.94706
90.9,1.95279
91,1.95861
91.1,1.9645
91.2,1.97047
91.3,1.97653
91.4,1.98267
91.5,1.98889
91.6,1.99521
91.7,2.00162
91.8,2.00812
91.9,2.01472
92,2.02141
92.1,2.02821
92.2,2.03511
92.3,2.04212
92.4,2.04924
92.5,2.05647
92.6,2.06382
92.7,2.07129
92.8,2.07888
92.9,2.0866
93,2.09445
93.1,2.10243
93.2,2.11055
93.3,2.11882
93.4,2.12723
93.5,2.13579
93.6,2.14452
93.7,2.1534
93.8,2.16246
93.9,2.17169
94,2.18109
94.1,2.19069
94.2,2.20047
94.3,2.21046
94.4,2.22066
94.5,2.23107
94.6,2.2417
94.7,2.25256
94.8,2.26367
94.9,2.27503
95,2.28665
95.1,2.29854
95.2,2.31071
95.3,2.32318
95.4,2.33596
95.5,2.34906
95.6,2.36249
95.7,2.37629
95.8,2.39045
95.9,2.405
96,2.41995
96.1,2.43534
96.2,2.45118
96.3,2.46749
96.4,2.48429
96.5,2.50163
96.6,2.51953
96.7,2.53802
96.8,2.55713
96.9,2.57691
97,2.5974
97.1,2.61864
97.2,2.64069
97.3,2.6636
97.4,2.68743
97.5,2.71225
97.6,2.73814
97.7,2.76518
97.8,2.79346
97.9,2.82309
98,2.85419
98.1,2.8869
98.2,2.92136
98.3,2.95775
98.4,2.99627
98.5,3.03716
98.6,3.08068
98.7,3.12715
98.8,3.17694
98.9,3.23051
99,3.28839
99.1,3.35122
99.2,3.41981
99.3,3.49522
99.4,3.57868
99.5,3.67184
99.6,3.7769
99.7,3.89695
99.8,4.0361
99.9,4.20043
100,2.18732
